GPA_year1,GPA_year2,age,chooseUTM,compsurv,control,credits_earned1,credits_earned2,dad1,dad2,dad_edn,english,female,finish4,goodstanding_year1,goodstanding_year2,gpa0,graddeg,grade_20059_fall,hcom,hsgroup,lastmin,lm_never,lm_rarely,mathsci,mom1,mom2,mom_edn,mtongue,noshow,numcourses_nov1,prob_year1,prob_year2,sex,sfp,sfp_p,sfpany,sfpany_p,sfsp,sfsp_p,signup,ssp,ssp_p,totcredits_year1,used_adv,used_fsg,used_ssp,work1
.83999997,1.79,18,0,1,0,2,2.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,0,0,0,0,78.800003,1,50,1,2,occasionally,0,0,2,1,0,completed a community college diploma program,English,0,6,1,1,M,1,1,1,1,0,0,1,0,0,4,0,0,0,1
2.22,.81,18,0,1,0,3,1.5,1,0,completed a community college diploma program,0,0,1,1,1,79.800003,1,60,1,2,usually,0,0,4,1,0,completed a community college diploma program,Other,0,5,0,0,M,0,0,1,1,1,1,1,0,0,5,1,0,1,1
3.1199999,,22,0,1,0,3,0,1,1,"completed a doctoral degree or professional program (ph.d., ",0,1,0,1,0,86.699997,1,70,1,3,occasionally,0,0,3,1,1,"completed a master s degree (m.a., m.sc., etc)",Other,0,5,0,1,F,0,0,0,0,0,0,1,1,1,5,1,1,1,1
1.63,2.6800001,18,0,1,1,2,4,1,1,"completed a master s degree (m.a., m.sc., etc)",0,1,1,0,1,83.5,1,71,0,3,occasionally,0,0,1,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.55,1.25,18,0,1,1,2.5,3,1,1,"completed a master s degree (m.a., m.sc., etc)",1,0,1,0,0,74.699997,1,67.5,1,1,occasionally,0,0,0,0,0,did not finish high school,English,0,4,0,1,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.61,2.52,18,0,1,1,3,2.5,0,0,don t know/not applicable,0,1,1,0,1,75,1,61.333332,1,1,occasionally,0,0,1,1,0,graduated from high school,Other,0,4,0,0,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
.38999999,,18,1,1,0,1,0,1,0,graduated from high school,0,0,0,0,0,79,0,56.5,0,2,occasionally,0,0,0,1,0,graduated from high school,Other,0,4,0,1,M,1,0,1,0,0,0,0,0,0,3.5,0,0,0,1
1.61,1.96,18,0,1,1,3.5,2,1,1,"completed a doctoral degree or professional program (ph.d., ",1,0,1,1,1,81.300003,1,68.666664,1,3,rarely,0,1,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
0,,22,1,1,0,0,0,1,0,completed a community college diploma program,0,1,0,0,0,75.699997,1,,1,1,rarely,0,1,1,1,0,graduated from high school,Other,0,3,0,1,F,0,0,0,0,0,0,1,1,1,2,0,0,0,1
1.83,2.5899999,18,0,1,0,3,3.5,1,0,graduated from high school,1,1,1,0,1,83.199997,0,67,0,3,often,0,0,0,1,0,graduated from high school,English,0,4,0,0,F,0,0,1,1,1,1,1,0,0,3,0,0,0,1
3.3599999,3.05,18,0,1,0,3,3,1,1,"completed a master s degree (m.a., m.sc., etc)",1,0,1,1,1,84.699997,1,74,1,3,usually,0,0,3,1,1,"completed a master s degree (m.a., m.sc., etc)",English,0,5,0,0,M,0,0,0,0,0,0,1,1,1,5,1,1,1,1
1.14,1.11,18,0,1,0,2.5,1.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,0,0,80,1,61,1,2,usually,0,0,1,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,6,0,1,F,1,1,1,1,0,0,1,0,0,4,0,0,0,1
.69,,18,0,1,1,2,0,0,0,did not finish high school,1,1,1,0,0,72.300003,1,63,1,1,often,0,0,0,1,0,graduated from high school,English,0,6,0,1,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
1.9299999,1.97,18,0,1,0,3,3.25,0,0,did not finish high school,1,1,1,1,1,73.699997,0,58.5,0,1,usually,0,0,0,0,0,did not finish high school,English,0,6,0,0,F,0,0,0,0,0,0,1,1,1,5,0,0,0,1
2.8299999,2.53,18,0,1,0,4.5,4,0,0,did not finish high school,1,1,1,1,1,77,1,76.25,1,2,occasionally,0,0,.5,1,0,graduated from high school,English,0,6,0,0,F,0,0,1,0,1,0,0,0,0,5,0,0,0,1
3.0799999,2.77,18,0,1,0,3,5,1,1,"completed a doctoral degree or professional program (ph.d., ",1,1,1,1,1,82.199997,1,74.5,1,3,never,1,0,1,0,0,don t know/not applicable,English,0,5,0,0,F,1,0,1,0,0,0,0,0,0,4.5,0,0,0,1
,,18,0,1,0,0,0,1,0,completed a community college diploma program,1,1,1,0,0,70,0,17,1,1,rarely,0,1,.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,4,0,1,F,1,1,1,1,0,0,1,0,0,.5,0,0,0,1
1.73,1.5,19,0,1,1,2,2,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,0,1,0,1,75.800003,0,63,1,1,usually,0,0,0,1,0,completed a community college diploma program,Other,0,5,0,0,M,0,0,0,0,0,0,0,0,0,3,0,0,0,1
2.4300001,2.5999999,18,0,1,0,2,2,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,1,1,81,0,,1,3,occasionally,0,0,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,6,0,0,F,1,0,1,0,0,0,0,0,0,4,0,0,0,1
2.3,3.4300001,17,0,1,1,2,2,1,1,"completed a master s degree (m.a., m.sc., etc)",1,1,0,0,1,81,0,77,1,3,usually,0,0,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
.61000001,,18,0,1,1,1.5,0,1,1,"completed a master s degree (m.a., m.sc., etc)",1,1,1,0,0,80.300003,1,53,1,2,rarely,0,1,3,1,0,attended university but did not complete bachelor s degree,English,0,4,1,1,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.1300001,1.84,18,0,1,1,2,3.5,1,0,attended university but did not complete bachelor s degree,1,1,0,0,1,77.300003,0,61,0,2,occasionally,0,0,1,1,0,attended university but did not complete bachelor s degree,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
2.27,2.55,18,0,1,1,3.5,3.5,1,0,completed a community college diploma program,1,1,1,1,1,73.5,1,69.5,1,1,rarely,0,1,1,1,0,graduated from high school,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.54,2.1500001,18,0,1,0,3,4,1,0,completed a community college diploma program,1,0,1,1,1,75.300003,1,68,1,1,rarely,0,1,0,1,0,completed a community college diploma program,English,0,5,0,0,M,0,0,0,0,0,0,0,1,0,5,0,0,0,1
1.77,2.04,19,1,1,1,2,3,1,0,graduated from high school,1,1,1,0,1,75.800003,0,75,1,1,often,0,0,2,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
.91000003,.40000001,21,0,1,0,2.5,.5,1,1,"completed a master s degree (m.a., m.sc., etc)",0,0,1,0,0,72.199997,1,57.5,0,1,often,0,0,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",Other,0,5,1,0,M,0,0,1,0,1,0,0,0,0,4,0,0,0,1
1.55,3.3099999,18,0,1,1,2,5,1,0,attended a community college but did not complete diploma,1,1,1,1,1,86.199997,1,64,0,3,often,0,0,2,1,0,completed a community college diploma program,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.27,1.66,18,0,1,1,2.5,3,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,1,1,0,0,74.5,1,55,1,1,rarely,0,1,1.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",Other,0,5,1,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
2.9100001,3.6700001,19,0,1,0,4.5,4,1,0,completed a community college diploma program,1,0,1,1,1,73.199997,1,73.75,1,1,rarely,0,1,1,1,0,completed a community college diploma program,English,0,5,0,0,M,1,1,1,1,0,0,1,0,0,5,0,0,0,1
2.7,.57999998,19,0,1,1,1.5,2,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,0,1,81.199997,1,,1,3,occasionally,0,0,2,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
3.4100001,3,18,1,1,0,3.5,3.5,0,0,did not finish high school,1,1,1,1,1,83,0,86,1,3,often,0,0,1,1,0,attended a community college but did not complete diploma,English,0,5,0,0,F,0,0,0,0,0,0,1,1,1,5,0,0,0,1
3.1400001,3.3699999,18,0,1,1,2.5,3,1,0,attended university but did not complete bachelor s degree,1,1,1,1,1,80,0,,1,2,rarely,0,1,0,1,0,attended a community college but did not complete diploma,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.17,1.8200001,18,0,1,1,2.5,2,1,0,completed a community college diploma program,1,1,1,0,0,80.300003,0,66.5,1,2,rarely,0,1,1,1,0,graduated from high school,English,0,6,1,1,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.11,.49000001,18,1,1,1,1,1.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,0,0,0,0,80.300003,0,67,1,2,occasionally,0,0,1,1,0,completed a community college diploma program,English,0,4,1,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.23,1.73,18,0,1,0,2.5,2.5,1,0,graduated from high school,0,0,0,0,1,74.199997,0,62,1,1,rarely,0,1,4,1,0,graduated from high school,Other,0,4,1,0,M,1,1,1,1,0,0,1,0,0,4,0,0,0,1
1.4400001,,18,1,1,0,2.5,0,1,0,graduated from high school,0,0,1,0,0,87.300003,1,61,1,3,usually,0,0,3,1,0,graduated from high school,Other,0,6,1,1,M,0,0,0,0,0,0,1,1,1,5,0,0,0,1
2.4300001,2.8399999,19,0,1,0,4,4,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,0,1,1,1,81,1,72.75,1,3,occasionally,0,0,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",Other,0,6,0,0,M,0,0,0,0,0,0,0,1,0,4.5,0,0,0,1
2.6800001,2.73,18,1,1,1,3,3,0,0,don t know/not applicable,1,1,1,1,1,81,0,84,1,3,never,1,0,0,0,0,don t know/not applicable,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
.1,0,18,0,1,0,.5,0,1,0,graduated from high school,1,0,1,0,0,72.800003,1,50,1,1,rarely,0,1,1.5,1,0,graduated from high school,English,0,6,0,0,M,0,0,0,0,0,0,0,1,0,3.5,0,0,0,1
3.24,2.8699999,19,0,1,1,3.5,3.5,1,1,"completed a doctoral degree or professional program (ph.d., ",0,1,1,1,1,76.199997,1,83.666664,1,1,often,0,0,0,1,1,"completed a master s degree (m.a., m.sc., etc)",Other,0,4,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
.68000001,.47,18,0,1,0,1.5,1,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,0,1,0,0,73.800003,0,,1,1,occasionally,0,0,4,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,4,1,0,M,1,1,1,1,0,0,1,0,0,4,0,0,0,1
2.0999999,,18,1,1,0,2,0,1,0,completed a community college diploma program,1,1,1,0,0,80.800003,0,67,1,3,occasionally,0,0,3,1,1,"completed a doctoral degree or professional program (ph.d., ",English,0,5,0,1,F,0,0,0,0,0,0,0,1,0,3,0,0,0,1
1.12,,18,0,1,0,3,0,1,0,attended a community college but did not complete diploma,0,1,1,0,0,74.5,1,61.5,1,1,rarely,0,1,.5,1,0,graduated from high school,Other,0,6,1,1,F,1,1,1,1,0,0,1,0,0,5,0,0,0,1
1.3,2.8099999,18,0,1,0,2,2.5,1,1,"completed a master s degree (m.a., m.sc., etc)",1,1,1,0,1,86.199997,1,77,1,3,rarely,0,1,1,1,0,attended a community college but did not complete diploma,English,0,6,1,0,F,0,0,1,0,1,0,0,0,0,4,0,0,0,1
,,20,1,1,1,,,1,0,completed a community college diploma program,1,0,0,0,0,77.199997,1,,0,2,never,1,0,0,1,0,completed a community college diploma program,English,1,1,,,M,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.74,3.23,18,0,1,1,3,3,1,1,"completed a master s degree (m.a., m.sc., etc)",1,0,1,1,1,75,0,77,1,1,often,0,0,0,1,0,completed a community college diploma program,English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
2.4300001,2.3900001,18,0,1,0,3,4.5,0,0,don t know/not applicable,0,1,1,1,1,85,1,56,1,3,rarely,0,1,4,0,0,don t know/not applicable,Other,0,5,0,0,F,0,0,0,0,0,0,0,1,0,5,0,0,0,1
1.59,2.1800001,18,1,1,0,3,4.5,1,1,"completed a master s degree (m.a., m.sc., etc)",0,1,1,1,1,74.5,1,66,1,1,often,0,0,3,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",Other,0,6,0,0,F,0,0,0,0,0,0,1,1,1,5,0,0,0,1
1.05,.94,19,1,1,0,2,1,1,0,graduated from high school,1,1,1,0,0,79.199997,0,75,1,2,occasionally,0,0,0,1,0,graduated from high school,English,0,6,1,0,F,0,0,1,0,1,0,0,0,0,4,0,0,0,1
1.08,1.98,18,0,1,1,2.5,2,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,0,0,76.800003,1,59.5,1,2,occasionally,0,0,3.5,0,0,don t know/not applicable,English,0,5,1,1,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
.85000002,1.92,18,0,1,0,1.5,2,1,0,completed a community college diploma program,0,1,0,0,1,69.800003,0,61,0,1,occasionally,0,0,0,1,0,completed a community college diploma program,Other,0,3,0,0,F,0,0,1,1,1,1,1,0,0,3,0,0,0,1
3.0699999,,19,0,1,0,3.25,2,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,1,1,81.199997,0,74,0,3,occasionally,0,0,0,1,0,graduated from high school,English,0,6,0,0,F,1,1,1,1,0,0,1,0,0,4.5,0,0,0,1
2.3099999,2.6199999,18,0,1,1,3,4.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,0,1,74,0,69.333336,1,1,usually,0,0,0,1,1,"completed a master s degree (m.a., m.sc., etc)",English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
1.22,,17,0,1,1,1.5,0,1,1,"completed a master s degree (m.a., m.sc., etc)",0,1,1,0,0,82.800003,0,52,0,3,rarely,0,1,.5,1,0,completed a community college diploma program,Other,0,5,0,1,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
1.89,1.78,19,0,1,0,3,4.5,1,0,completed a community college diploma program,1,1,1,1,1,71.699997,1,74,0,1,occasionally,0,0,0,0,0,did not finish high school,English,0,6,0,0,F,0,0,0,0,0,0,1,1,1,4.5,1,0,1,1
.60000002,1.33,18,1,1,1,2,1.25,0,0,don t know/not applicable,1,1,1,0,0,73.5,1,54,1,1,occasionally,0,0,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,5,1,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.2,0,18,0,1,0,1.5,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,0,0,82.699997,0,57.333332,0,3,occasionally,0,0,0,1,0,graduated from high school,English,0,4,0,1,F,1,1,1,1,0,0,1,0,0,2.5,0,0,0,1
2.8299999,3,19,0,1,1,3.5,2.5,1,1,"completed a doctoral degree or professional program (ph.d., ",1,1,1,1,1,84.199997,1,69.5,0,3,occasionally,0,0,3,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
0,,19,0,1,1,0,0,1,1,"completed a master s degree (m.a., m.sc., etc)",1,1,1,0,0,78.800003,0,,1,2,usually,0,0,0,1,0,graduated from high school,English,0,3,0,1,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
.75,1.29,18,0,1,1,1.5,2.5,1,0,graduated from high school,1,1,1,0,0,73,1,64,1,1,occasionally,0,0,0,1,0,completed a community college diploma program,English,0,4,1,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.89,3.6900001,19,1,1,0,3,3,1,1,"completed a master s degree (m.a., m.sc., etc)",1,0,1,1,1,84.300003,0,67,1,3,usually,0,0,2,1,0,attended university but did not complete bachelor s degree,English,0,5,0,0,M,1,1,1,1,0,0,1,0,0,4,0,0,0,1
.43000001,.27000001,19,0,1,0,1,1.5,1,0,attended a community college but did not complete diploma,1,1,0,0,0,72.699997,1,,1,1,often,0,0,0,1,0,attended university but did not complete bachelor s degree,English,0,6,1,0,F,1,1,1,1,0,0,1,0,0,4,0,0,0,1
1.58,0,18,0,1,1,1.5,0,1,0,attended university but did not complete bachelor s degree,0,1,1,0,0,80.300003,1,57,1,2,rarely,0,1,0,1,0,graduated from high school,Other,0,6,0,1,F,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2.4000001,3.6300001,18,0,1,0,2,2,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,1,1,0,1,84.300003,1,60,1,3,occasionally,0,0,1.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",Other,0,5,0,0,F,0,0,1,1,1,1,1,0,0,3.5,1,0,1,1
3.0899999,3.3800001,19,0,1,0,3,3.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,1,1,78.800003,1,68.5,1,2,often,0,0,0,1,0,completed a community college diploma program,English,0,5,0,0,F,0,0,0,0,0,0,1,1,1,4.5,1,0,1,1
.64999998,,18,1,1,1,.5,0,1,0,completed a community college diploma program,1,1,1,0,0,81,0,40,0,3,never,1,0,0,1,0,completed a community college diploma program,English,0,6,0,1,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
.74000001,1.74,18,0,1,1,2,2.5,1,1,"completed a master s degree (m.a., m.sc., etc)",1,1,1,0,0,76.5,1,53,0,2,rarely,0,1,3,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,6,1,1,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
2.79,3.5799999,19,0,1,1,2.5,6.5,1,0,completed a community college diploma program,1,0,0,0,1,80.800003,0,82,0,3,often,0,0,1,1,0,completed a community college diploma program,English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
1.5599999,2.5899999,19,1,1,1,3,4,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,0,1,78.199997,0,61.5,1,2,occasionally,0,0,2,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
1.62,.80000001,18,0,1,0,3,1.5,1,0,attended university but did not complete bachelor s degree,1,1,1,1,0,76,1,31,1,1,often,0,0,0,1,1,"completed a master s degree (m.a., m.sc., etc)",English,0,6,0,1,F,0,0,0,0,0,0,1,1,1,5,0,0,0,1
3.6400001,2.6199999,18,0,1,1,2.5,2.5,0,0,did not finish high school,1,0,1,1,1,77.300003,0,83,1,2,occasionally,0,0,1,0,0,did not finish high school,English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.63,1.13,19,0,1,1,2.5,2,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,0,0,1,0,76.300003,1,78,1,2,usually,0,0,0,1,1,"completed a master s degree (m.a., m.sc., etc)",Other,0,5,0,1,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
.81,,18,0,1,0,1,0,1,0,completed a community college diploma program,1,0,1,0,0,74.800003,1,35,1,1,occasionally,0,0,0,1,0,attended university but did not complete bachelor s degree,English,0,6,1,1,M,0,0,1,1,1,1,1,0,0,5,0,0,0,1
3.1300001,2.6700001,18,1,1,1,3.5,3,1,0,graduated from high school,0,1,1,1,1,86,1,75.5,1,3,rarely,0,1,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.24,.86000001,19,1,1,1,2.5,1.5,1,1,"completed a master s degree (m.a., m.sc., etc)",1,1,1,0,0,82,1,63,0,3,occasionally,0,0,1.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,5,0,1,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
.85000002,,18,0,1,1,2,0,0,0,don t know/not applicable,0,1,1,0,0,86.199997,1,59,0,3,rarely,0,1,2,0,0,don t know/not applicable,Other,0,5,1,1,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
,,22,0,1,0,,,0,0,don t know/not applicable,1,0,0,0,0,87,1,,1,3,usually,0,0,0,1,0,graduated from high school,English,1,1,,,M,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1.03,1.63,18,0,1,1,1.5,2,1,0,completed a community college diploma program,1,1,0,0,0,74.199997,0,,1,1,often,0,0,1,1,0,graduated from high school,English,0,6,1,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
3.46,3.25,18,0,1,1,3,4.5,1,1,"completed a master s degree (m.a., m.sc., etc)",0,0,1,1,1,86.300003,1,76,1,3,rarely,0,1,3,1,1,"completed a master s degree (m.a., m.sc., etc)",Other,0,5,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.09,1.91,19,0,1,1,2,3.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,1,1,0,1,78.699997,1,71,1,2,occasionally,0,0,2,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",Other,0,4,1,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2,1.5700001,18,0,1,1,2,3,0,0,don t know/not applicable,1,1,1,1,1,74,1,,1,1,occasionally,0,0,0,1,0,graduated from high school,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.23,1.3,17,1,1,0,1.5,.5,1,1,"completed a master s degree (m.a., m.sc., etc)",1,1,0,0,0,78.400002,1,,0,2,rarely,0,1,0,1,1,"completed a master s degree (m.a., m.sc., etc)",English,0,6,0,1,F,1,1,1,1,0,0,1,0,0,4,0,0,0,1
2.5,2.8399999,18,1,1,1,2,3.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,1,1,78.300003,1,,1,2,usually,0,0,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.7,.43000001,18,0,1,0,2.5,.5,1,1,"completed a doctoral degree or professional program (ph.d., ",1,1,1,0,0,74.5,0,66,1,1,rarely,0,1,0,1,1,"completed a master s degree (m.a., m.sc., etc)",English,0,6,0,1,F,0,0,1,1,1,1,1,0,0,4,0,0,0,1
.34,,18,0,1,1,1,0,1,0,graduated from high school,0,0,1,0,0,77,1,,0,2,rarely,0,1,4,1,0,graduated from high school,Other,0,6,1,1,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.9299999,2.0899999,18,1,1,1,1.5,3,1,0,graduated from high school,1,0,1,0,1,77.800003,0,65,1,2,usually,0,0,0,1,0,attended a community college but did not complete diploma,English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,2.5,0,0,0,1
2.3199999,.60000002,18,1,1,1,3.5,1.5,1,1,"completed a doctoral degree or professional program (ph.d., ",1,0,1,1,1,84.699997,0,73,1,3,rarely,0,1,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.0999999,1.9299999,18,0,1,1,2,3.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,1,1,76,0,,1,1,often,0,0,0,0,0,don t know/not applicable,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.5999999,2.8299999,19,0,1,0,2.5,2.5,0,0,did not finish high school,1,1,1,1,1,75.800003,0,74,1,1,usually,0,0,0,0,0,did not finish high school,English,0,5,0,0,F,0,0,1,1,1,1,1,0,0,4,0,0,0,1
.28999999,.14,18,0,1,0,.5,.5,0,0,don t know/not applicable,1,0,1,0,0,75.800003,1,42,1,1,usually,0,0,1.5,1,1,"completed a doctoral degree or professional program (ph.d., ",English,0,6,0,1,M,0,0,0,0,0,0,1,1,1,4,0,0,0,1
1.2,.2,18,0,1,1,2,.5,1,0,completed a community college diploma program,0,1,1,0,0,74.800003,0,52.5,0,1,occasionally,0,0,0,1,0,graduated from high school,Other,0,4,0,1,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
.14,0,18,1,1,1,.5,0,0,0,did not finish high school,1,1,1,0,0,77.800003,0,,1,2,rarely,0,1,0,1,0,graduated from high school,English,0,6,1,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.3,1.08,18,0,1,1,3,3,1,0,completed a community college diploma program,1,0,1,1,1,76.300003,1,64.333336,1,2,occasionally,0,0,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
1.58,.93000001,18,0,1,0,2.5,2,1,0,attended university but did not complete bachelor s degree,1,1,1,1,0,83.5,1,67,1,3,rarely,0,1,1,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,5,0,1,F,0,0,0,0,0,0,1,1,1,4,0,0,0,1
2.5599999,1.24,18,0,1,0,3,1.5,1,0,attended university but did not complete bachelor s degree,1,1,1,1,1,81.800003,1,78.5,1,3,occasionally,0,0,.5,1,0,graduated from high school,English,0,4,0,0,F,0,0,0,0,0,0,1,1,1,4,0,0,0,1
1.88,2.8,18,1,1,0,3.5,4,1,0,completed a community college diploma program,1,1,1,1,1,78.800003,1,62,1,2,rarely,0,1,0,1,0,completed a community college diploma program,English,0,5,0,0,F,0,0,1,1,1,1,1,0,0,4.5,0,0,0,1
1.78,.62,18,0,1,0,2,1,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,0,1,0,0,74.199997,1,62.5,1,1,often,0,0,0,1,0,attended university but did not complete bachelor s degree,Other,0,4,0,1,M,1,1,1,1,0,0,1,0,0,2,0,0,0,1
1.12,1.48,19,0,1,0,3,3,0,0,don t know/not applicable,1,1,1,0,0,73.300003,0,62.5,1,1,often,0,0,0,0,0,don t know/not applicable,English,0,6,1,0,F,0,0,1,1,1,1,1,0,0,5,0,0,0,1
2.02,.83999997,19,0,1,1,2.5,2,1,0,completed a community college diploma program,1,0,1,0,0,76.5,1,71,0,2,usually,0,0,.5,1,0,graduated from high school,English,0,6,0,1,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
4,3.53,18,0,1,0,3.5,3,0,0,did not finish high school,1,1,1,1,1,82,1,88,1,3,rarely,0,1,1.5,1,0,graduated from high school,English,0,5,0,0,F,0,0,1,1,1,1,1,0,0,4.5,0,0,0,1
1.7,2.2,18,0,1,0,3,4,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,0,0,1,1,78.800003,0,62,1,2,often,0,0,.5,0,0,don t know/not applicable,English,0,6,0,0,M,0,0,1,1,1,1,1,0,0,4.5,1,0,1,1
1.63,2.5599999,18,0,1,0,2,3.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,1,0,1,1,82.800003,1,63,1,3,occasionally,0,0,0,0,0,don t know/not applicable,Other,0,4,0,0,F,1,1,1,1,0,0,1,0,0,4,0,0,0,1
