GPA_year1,GPA_year2,age,chooseUTM,compsurv,control,credits_earned1,credits_earned2,dad1,dad2,dad_edn,english,female,finish4,goodstanding_year1,goodstanding_year2,gpa0,graddeg,grade_20059_fall,hcom,hsgroup,lastmin,lm_never,lm_rarely,mathsci,mom1,mom2,mom_edn,mtongue,noshow,numcourses_nov1,prob_year1,prob_year2,sex,sfp,sfp_p,sfpany,sfpany_p,sfsp,sfsp_p,signup,ssp,ssp_p,totcredits_year1,used_adv,used_fsg,used_ssp,work1
2.5899999,2.3099999,18,1,1,1,2.5,3,0,0,don t know/not applicable,1,1,1,1,1,85.300003,1,77,1,3,usually,0,0,0,1,0,completed a community college diploma program,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.23,2.3299999,19,0,1,0,3.5,3.5,1,0,attended university but did not complete bachelor s degree,1,1,1,1,1,72.199997,1,77.5,1,1,occasionally,0,0,1,1,0,completed a community college diploma program,English,0,6,0,0,F,0,0,0,0,0,0,1,1,1,5,0,0,0,1
.67000002,.51999998,19,0,1,1,1,.5,0,0,did not finish high school,1,1,0,0,0,74.699997,0,,1,1,often,0,0,0,1,0,graduated from high school,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
.67000002,.2,20,0,1,0,.5,.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,1,0,0,0,78,1,,1,2,rarely,0,1,2,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",Other,0,6,0,1,F,0,0,0,0,0,0,0,1,0,3,0,0,0,1
2.54,,18,0,1,1,3,0,1,0,attended university but did not complete bachelor s degree,1,1,1,0,0,85,1,69,1,3,never,1,0,1,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,5,0,1,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
2.8299999,,19,0,1,1,2,0,1,0,completed a community college diploma program,1,1,1,0,0,86.300003,0,72,0,3,often,0,0,1,1,0,graduated from high school,English,0,4,0,1,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
1.46,1.38,18,0,1,1,2,4,1,0,graduated from high school,0,1,1,0,0,73.800003,1,60,1,1,often,0,0,0,1,0,attended a community college but did not complete diploma,Other,0,6,1,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
.97000003,1.59,18,1,1,0,2,3,0,0,don t know/not applicable,0,0,1,0,0,78.199997,0,,1,2,occasionally,0,0,3,0,0,don t know/not applicable,Other,0,5,1,0,M,1,1,1,1,0,0,1,0,0,5,0,0,0,1
3,3.1600001,18,1,1,0,2.5,4,1,1,"completed a master s degree (m.a., m.sc., etc)",1,1,1,1,1,76.199997,1,,1,1,never,1,0,.5,1,1,"completed a master s degree (m.a., m.sc., etc)",English,0,5,0,0,F,1,1,1,1,0,0,1,0,0,4.5,0,0,0,1
1.9,0,19,0,1,0,2,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,0,1,0,0,79.699997,0,65,1,2,often,0,0,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",Other,0,4,0,1,M,0,0,0,0,0,0,1,1,1,3,0,0,0,1
1.59,2.1300001,18,0,1,1,2.5,4,0,0,did not finish high school,0,1,1,1,1,72.300003,1,60.5,1,1,often,0,0,1,0,0,did not finish high school,Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
.58999997,,17,1,1,0,1.5,0,1,1,"completed a doctoral degree or professional program (ph.d., ",0,1,1,0,0,76.300003,1,51.333332,1,2,occasionally,0,0,0,1,1,"completed a master s degree (m.a., m.sc., etc)",Other,0,5,1,1,F,0,0,0,0,0,0,1,1,1,4,1,0,1,1
1.05,2.3699999,18,1,1,1,2.5,3.25,1,0,graduated from high school,1,1,1,0,1,74.699997,0,63.5,0,1,occasionally,0,0,1,1,0,graduated from high school,English,0,5,1,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
.99000001,2,19,0,1,1,2.5,3.5,0,0,don t know/not applicable,0,0,0,0,0,80.599998,1,57,0,2,occasionally,0,0,3,0,0,don t know/not applicable,Other,0,5,1,1,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
.43000001,,18,0,1,1,1,1.5,1,0,completed a community college diploma program,0,0,1,0,0,73.699997,0,58.5,0,1,rarely,0,1,.5,1,0,completed a community college diploma program,Other,0,5,0,1,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
2.3,3.01,18,0,1,0,3.5,2.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,1,1,1,1,81.5,1,71.333336,1,3,usually,0,0,2,1,1,"completed a master s degree (m.a., m.sc., etc)",Other,0,6,0,0,F,0,0,0,0,0,0,1,1,1,4,1,1,1,1
2.1600001,1.73,18,0,1,0,3,2,1,0,completed a community college diploma program,1,0,1,1,1,76.5,0,72.5,1,2,rarely,0,1,1,1,0,completed a community college diploma program,English,0,5,0,0,M,0,0,1,1,1,1,1,0,0,5,1,0,1,1
2.0799999,1.48,17,0,1,1,4,2.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,0,0,1,1,81.300003,1,61.25,1,3,occasionally,0,0,0,1,0,completed a community college diploma program,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
3.1099999,2.71,19,0,1,0,2.5,3,1,1,"completed a master s degree (m.a., m.sc., etc)",0,0,1,1,1,82,0,58,1,3,usually,0,0,1.5,1,1,"completed a master s degree (m.a., m.sc., etc)",Other,0,5,0,0,M,0,0,0,0,0,0,0,1,0,4,0,0,0,1
1.3,2.0999999,18,0,1,0,2.5,3,1,1,"completed a doctoral degree or professional program (ph.d., ",1,1,1,0,1,85,1,63,1,3,usually,0,0,0,1,1,"completed a doctoral degree or professional program (ph.d., ",English,0,5,0,0,F,0,0,1,1,1,1,1,0,0,3.5,0,0,0,1
.89999998,.73000002,20,0,1,1,1,2.5,1,0,graduated from high school,1,1,0,0,0,72.800003,0,,1,1,rarely,0,1,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,4,0,1,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
.25,.28,18,0,1,0,.5,.5,1,1,"completed a doctoral degree or professional program (ph.d., ",0,1,1,0,0,72.5,1,45,0,1,occasionally,0,0,0,1,1,"completed a master s degree (m.a., m.sc., etc)",Other,0,4,1,0,F,0,0,0,0,0,0,0,1,0,4,0,0,0,1
.41,0,18,0,1,1,1,0,1,1,"completed a master s degree (m.a., m.sc., etc)",1,0,1,0,0,74.199997,1,49,1,1,often,0,0,1.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,6,1,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.6,2.3699999,18,0,1,1,2.5,2,1,1,"completed a master s degree (m.a., m.sc., etc)",1,1,1,1,1,83.699997,1,60,0,3,often,0,0,2,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.42,2.3699999,19,0,1,0,2.5,3,1,1,"completed a master s degree (m.a., m.sc., etc)",1,1,1,0,1,86.300003,0,55.5,1,3,occasionally,0,0,1,1,1,"completed a master s degree (m.a., m.sc., etc)",English,0,5,1,0,F,1,1,1,1,0,0,1,0,0,4.5,0,0,0,1
1.4,2.04,18,0,1,1,1.5,2.5,0,0,don t know/not applicable,0,0,1,0,1,76.800003,1,73,1,2,often,0,0,0,0,0,don t know/not applicable,Other,0,4,0,0,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
,2.96,18,0,1,1,3,3,1,0,graduated from high school,1,0,0,0,1,86,0,,0,3,rarely,0,1,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,3,,,M,0,0,0,0,0,0,0,0,0,0,0,0,0,1
.88,1.77,18,0,1,1,1.5,3.5,1,0,graduated from high school,1,0,1,0,0,77.699997,0,47.333332,1,2,occasionally,0,0,1.5,1,0,completed a community college diploma program,English,0,3,0,1,M,0,0,0,0,0,0,0,0,0,2.5,0,0,0,1
1.5,2.1700001,18,0,1,0,3,4.5,1,1,"completed a master s degree (m.a., m.sc., etc)",1,1,1,1,1,72.699997,1,59,1,1,often,0,0,1,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,5,0,0,F,0,0,0,0,0,0,0,1,0,4,0,0,0,1
1,,19,0,1,1,1.5,0,1,0,graduated from high school,1,0,0,0,0,74,0,53,1,1,usually,0,0,0,1,0,graduated from high school,English,0,4,0,1,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
1.59,1.75,19,0,1,1,3,4,1,1,"completed a master s degree (m.a., m.sc., etc)",0,1,0,1,1,79.199997,0,63.5,1,2,often,0,0,3,1,0,completed a community college diploma program,Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
0,,19,1,1,0,0,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,1,1,0,0,72.199997,0,,1,1,occasionally,0,0,0,1,0,completed a community college diploma program,Other,0,4,1,1,F,0,0,0,0,0,0,1,1,1,4,0,0,0,1
0,,18,1,1,0,0,0,1,1,"completed a master s degree (m.a., m.sc., etc)",1,0,0,0,0,74,0,,0,1,rarely,0,1,0,1,1,"completed a doctoral degree or professional program (ph.d., ",English,0,3,0,1,M,0,0,0,0,0,0,0,1,0,3,0,0,0,1
1.74,2.73,18,0,1,0,2.5,2.5,0,0,did not finish high school,1,1,1,1,1,84,1,67.5,1,3,often,0,0,0,1,0,attended university but did not complete bachelor s degree,English,0,6,0,0,F,0,0,0,0,0,0,1,1,1,4,1,0,1,1
2.0799999,1.26,19,0,1,1,3,3.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,0,0,1,1,75.699997,1,65,0,1,usually,0,0,3,1,0,graduated from high school,Other,0,6,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.02,2.6500001,19,0,1,0,2.5,2.5,1,1,"completed a doctoral degree or professional program (ph.d., ",1,1,0,0,1,76.699997,1,69.5,1,2,occasionally,0,0,0,1,1,"completed a doctoral degree or professional program (ph.d., ",English,0,6,0,0,F,1,1,1,1,0,0,1,0,0,3,0,0,0,1
3.02,1.71,20,1,1,0,2,2.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,0,0,0,1,76.800003,1,79,1,2,usually,0,0,.5,1,0,attended university but did not complete bachelor s degree,English,0,5,0,0,M,0,0,1,1,1,1,1,0,0,3.5,1,0,1,1
1.8,.85000002,19,1,1,1,1.25,.25,0,0,don t know/not applicable,1,0,1,0,1,74,0,41,0,1,occasionally,0,0,0,0,0,did not finish high school,English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,3,0,0,0,1
,,18,0,1,1,,,1,1,"completed a doctoral degree or professional program (ph.d., ",1,0,1,0,0,80.199997,1,,1,2,never,1,0,0,1,1,"completed a master s degree (m.a., m.sc., etc)",English,1,1,,,M,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.4100001,3.1300001,18,0,1,0,3.5,2.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,1,1,1,1,82.800003,1,66.333336,0,3,rarely,0,1,0,1,0,completed a community college diploma program,Other,0,6,0,0,F,0,0,0,0,0,0,1,1,1,4,1,1,1,1
.40000001,,19,0,1,1,.5,0,1,0,completed a community college diploma program,1,1,1,0,0,80.800003,0,65,1,3,never,1,0,2,1,0,graduated from high school,English,0,4,0,1,F,0,0,0,0,0,0,0,0,0,2.5,0,0,0,1
1.6799999,2.01,19,0,1,1,2.5,2.5,1,1,"completed a master s degree (m.a., m.sc., etc)",0,1,0,1,1,81.300003,1,57,1,3,occasionally,0,0,2,1,1,"completed a master s degree (m.a., m.sc., etc)",Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.3800001,2.3599999,18,1,1,1,2.5,4,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,0,0,1,1,75.5,1,68,1,1,usually,0,0,.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
.73000002,.82999998,18,0,1,1,1.5,1.5,1,0,attended a community college but did not complete diploma,1,1,1,0,0,72,1,60,1,1,often,0,0,1.5,1,0,graduated from high school,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
,0,19,0,1,0,,,0,0,did not finish high school,1,1,0,0,0,78.699997,0,,1,2,occasionally,0,0,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,5,,,F,0,0,1,1,1,1,1,0,0,4,1,0,1,1
.63,,19,0,1,1,1,0,0,0,did not finish high school,1,1,1,0,0,73,1,53,0,1,often,0,0,1.5,1,0,graduated from high school,English,0,6,0,1,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
1.45,2.6300001,18,0,1,0,2,3.5,1,1,"completed a master s degree (m.a., m.sc., etc)",0,0,1,0,1,73.699997,0,,1,1,occasionally,0,0,3,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",Other,0,5,1,0,M,0,0,1,1,1,1,1,0,0,4,0,1,1,1
1.04,1.77,18,,1,1,2.5,3.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,0,0,81,1,68,1,3,occasionally,0,0,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,5,1,1,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.55,2.53,18,0,1,0,4,4,1,0,attended university but did not complete bachelor s degree,1,0,1,1,1,78.5,1,69,1,2,often,0,0,1,1,1,"completed a master s degree (m.a., m.sc., etc)",English,0,5,0,0,M,0,0,0,0,0,0,0,1,0,4,0,0,0,1
2,1.7,19,0,1,0,3,4,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,1,1,1,1,76.199997,1,62,1,1,occasionally,0,0,4,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",Other,0,6,0,0,F,1,1,1,1,0,0,1,0,0,5,0,0,0,1
2.23,2.1500001,18,0,1,1,2.5,1.5,0,0,don t know/not applicable,0,0,1,0,1,68,1,64.5,1,1,rarely,0,1,1,0,0,don t know/not applicable,Other,0,4,0,0,M,0,0,0,0,0,0,0,0,0,3,0,0,0,1
1.92,1.54,18,1,1,1,3,3,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,0,1,1,1,85.800003,0,75,1,3,occasionally,0,0,1,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.9000001,3.53,18,0,1,1,2.5,3,1,0,completed a community college diploma program,0,1,0,1,1,77,1,68,1,2,often,0,0,2.5,1,0,completed a community college diploma program,Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.13,,19,0,1,0,2.5,1.5,1,0,attended a community college but did not complete diploma,1,1,1,0,0,74.800003,1,64,1,1,often,0,0,1,1,0,completed a community college diploma program,English,0,4,1,0,F,1,1,1,1,0,0,1,0,0,4,0,0,0,1
2.1800001,2.1400001,18,0,1,0,2,3,1,0,graduated from high school,1,0,1,1,1,84.199997,1,,1,3,occasionally,0,0,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,6,0,0,M,1,1,1,1,0,0,1,0,0,4,0,0,0,1
3.51,3.0799999,18,0,1,1,2.5,3.5,1,0,attended university but did not complete bachelor s degree,1,1,1,1,1,82.300003,0,80,1,3,often,0,0,1,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
0,.34,18,0,1,1,0,.75,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,0,0,76.699997,1,39,1,2,occasionally,0,0,.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,5,0,1,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
1.64,2.46,18,0,1,1,2,2.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,0,1,0,1,80.5,0,71,1,2,often,0,0,1,1,0,attended university but did not complete bachelor s degree,Other,0,6,0,0,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
2.5,0,18,0,1,1,3,0,1,0,graduated from high school,1,0,1,1,1,81.699997,0,67,1,3,rarely,0,1,1,1,0,completed a community college diploma program,English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.78,.60000002,18,0,1,1,3,.5,1,1,"completed a master s degree (m.a., m.sc., etc)",1,1,1,0,1,81.699997,0,74,1,3,occasionally,0,0,0,1,0,completed a community college diploma program,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
1.3099999,1.51,18,1,1,1,2.5,3.5,1,0,graduated from high school,1,0,1,0,0,82.300003,0,64.5,1,3,rarely,0,1,3,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,6,1,0,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
2.6600001,2.3699999,18,0,1,1,3.5,3.5,1,0,completed a community college diploma program,1,0,1,1,1,80.699997,1,65,1,2,rarely,0,1,1,1,0,graduated from high school,English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
.93000001,1.13,19,0,1,1,1.5,3,1,0,completed a community college diploma program,0,1,1,0,0,76.699997,1,,1,2,usually,0,0,0,0,0,did not finish high school,Other,0,6,1,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.3900001,1.4299999,20,0,1,0,2.5,2.5,1,0,completed a community college diploma program,1,0,0,1,1,75.199997,1,70,1,1,occasionally,0,0,0,1,0,graduated from high school,English,0,4,0,0,M,0,0,1,1,1,1,1,0,0,4,1,1,1,1
3.21,3.1400001,18,0,1,0,3.5,5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,1,1,1,1,86,0,72,1,3,occasionally,0,0,3,1,0,attended a community college but did not complete diploma,Other,0,6,0,0,F,0,0,0,0,0,0,0,1,0,5,0,0,0,1
2.0999999,,18,1,1,1,3,0,0,0,don t know/not applicable,0,1,0,1,0,77.5,1,67.5,1,2,rarely,0,1,1,0,0,don t know/not applicable,Other,0,5,0,1,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.8,1.4400001,18,0,1,1,2.5,3,1,0,attended a community college but did not complete diploma,1,0,0,1,1,77.5,1,,1,2,occasionally,0,0,0,1,0,graduated from high school,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.74,3.3299999,18,0,1,1,3,4,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,0,1,1,1,81.800003,0,71,0,3,occasionally,0,0,1.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
1.9299999,2.3499999,18,1,1,0,2.5,2,1,0,graduated from high school,1,1,1,0,1,74.800003,1,67,1,1,rarely,0,1,0,1,0,completed a community college diploma program,English,0,2,0,0,F,0,0,1,1,1,1,1,0,0,3,0,0,0,1
2.6700001,2.1199999,20,0,1,1,3,4,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,0,1,0,1,82.199997,1,59.5,1,3,occasionally,0,0,3.5,1,1,"completed a master s degree (m.a., m.sc., etc)",Other,0,4,0,0,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
3.0999999,2.78,18,1,1,0,3,3,0,0,don t know/not applicable,1,0,1,1,1,79.199997,0,83,1,2,often,0,0,1,0,0,don t know/not applicable,English,0,4,0,0,M,0,0,1,1,1,1,1,0,0,4,0,0,0,1
0,1.9,19,1,1,1,0,3.5,1,0,graduated from high school,0,1,1,0,0,73.5,0,20.666666,1,1,rarely,0,1,0,0,0,don t know/not applicable,Other,0,5,1,1,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.7,1.48,19,0,1,1,3.5,3,1,1,"completed a master s degree (m.a., m.sc., etc)",1,1,1,1,1,79.5,1,68,1,2,often,0,0,0,1,1,"completed a master s degree (m.a., m.sc., etc)",English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.54,.49000001,19,0,1,1,4,1.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,0,1,1,0,77,0,61.333332,1,2,often,0,0,1,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,5,0,1,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.24,1.65,18,0,1,1,3,1.5,1,0,graduated from high school,0,1,1,1,1,81.5,0,67,1,3,often,0,0,0,1,0,graduated from high school,Other,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
3.04,2.2,18,0,1,1,2,4,1,0,graduated from high school,0,1,1,0,1,79.5,0,,1,2,occasionally,0,0,3.5,1,0,graduated from high school,Other,0,3,0,0,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
2.1600001,2.3199999,18,0,1,1,2.5,3,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,0,1,0,1,86.199997,1,66.5,1,3,rarely,0,1,.5,1,0,completed a community college diploma program,English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.52,2.3699999,18,0,1,0,3,2,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,1,1,74.800003,1,61.5,1,1,occasionally,0,0,1,0,0,don t know/not applicable,English,0,5,0,0,F,0,0,1,1,1,1,1,0,0,4.5,1,0,1,1
2.05,1.6799999,17,1,1,0,3.5,3.5,1,0,completed a community college diploma program,0,1,1,1,1,80.300003,0,64,1,2,never,1,0,0,1,0,completed a community college diploma program,Other,0,6,0,0,F,1,1,1,1,0,0,1,0,0,5,0,0,0,1
3.6300001,3.3399999,18,0,1,0,3,4.5,1,1,"completed a master s degree (m.a., m.sc., etc)",0,0,1,1,1,87.300003,1,78,0,3,rarely,0,1,4,1,1,"completed a doctoral degree or professional program (ph.d., ",Other,0,4,0,0,M,1,1,1,1,0,0,1,0,0,4.5,0,0,0,1
1.08,2.3299999,18,0,1,1,1,3.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,0,1,82.300003,0,63,1,3,rarely,0,1,1,1,0,graduated from high school,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
2.7,3.03,18,0,1,0,3,2.5,1,0,completed a community college diploma program,1,1,0,1,1,76.300003,1,73.5,1,2,occasionally,0,0,1,1,0,completed a community college diploma program,English,0,5,0,0,F,0,0,0,0,0,0,1,1,1,4,0,0,0,1
.95999998,.97000003,19,0,1,1,1.5,2,1,0,graduated from high school,1,1,1,0,0,80,0,58,0,2,rarely,0,1,2,1,0,graduated from high school,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
1.01,1.8,18,1,1,1,2.5,4,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,0,1,0,0,80.800003,1,60,1,3,often,0,0,4,1,0,graduated from high school,Other,0,5,1,1,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.96,2.1300001,18,0,1,0,3.5,3,1,0,completed a community college diploma program,1,1,1,1,1,72.800003,1,69.666664,1,1,often,0,0,2,1,0,completed a community college diploma program,English,0,6,0,0,F,1,0,1,0,0,0,0,0,0,5,0,0,0,1
2.05,1.88,18,1,1,0,2.5,3.5,1,0,attended university but did not complete bachelor s degree,1,0,1,1,1,78.699997,1,69,1,2,usually,0,0,1,1,0,graduated from high school,English,0,5,0,0,M,0,0,0,0,0,0,0,1,0,4,0,0,0,1
.93000001,.43000001,19,0,1,0,2,1,1,1,"completed a master s degree (m.a., m.sc., etc)",1,0,1,0,0,76.5,1,72,1,2,rarely,0,1,1,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,6,0,0,M,0,0,0,0,0,0,0,1,0,4,0,0,0,1
.81999999,0,19,0,1,0,1.5,0,1,0,completed a community college diploma program,1,0,0,0,0,75.800003,1,49.5,1,1,often,0,0,1.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,4,0,1,M,1,1,1,1,0,0,1,0,0,3,0,0,0,1
2.28,1.0599999,18,0,1,1,2.5,2.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,0,1,0,1,79.699997,1,71,1,2,often,0,0,1,1,1,"completed a master s degree (m.a., m.sc., etc)",Other,0,6,0,0,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
2.1800001,2.03,19,1,1,0,2,3,1,0,graduated from high school,1,1,1,0,1,77.300003,0,70,0,2,occasionally,0,0,1,0,0,did not finish high school,English,0,4,0,0,F,0,0,0,0,0,0,0,1,0,3.5,0,0,0,1
1.8,2.47,18,0,1,0,3,5,1,1,"completed a master s degree (m.a., m.sc., etc)",1,0,1,1,1,75,1,63.5,1,1,often,0,0,0,1,0,completed a community college diploma program,English,0,5,0,0,M,0,0,0,0,0,0,1,1,1,5,1,0,1,1
2.77,2.3800001,18,0,1,0,2.5,3.5,1,1,"completed a master s degree (m.a., m.sc., etc)",0,1,1,1,1,82.300003,0,50,1,3,rarely,0,1,4.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",Other,0,5,0,0,F,1,1,1,1,0,0,1,0,0,5,0,0,0,1
,,18,0,1,1,,,0,0,did not finish high school,1,1,1,0,0,73,1,,1,1,rarely,0,1,0,1,0,graduated from high school,English,1,0,,,F,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.35,2.1199999,18,0,1,0,2,3.5,0,0,don t know/not applicable,1,1,1,0,1,81.300003,1,70,1,3,often,0,0,1,0,0,don t know/not applicable,English,0,4,0,0,F,1,1,1,1,0,0,1,0,0,4,0,0,0,1
,,18,0,1,1,,,1,0,graduated from high school,1,1,1,0,0,82.800003,0,,1,3,occasionally,0,0,0,1,0,graduated from high school,English,1,0,,,F,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.04,1.6,18,0,1,1,2.5,2.5,1,0,graduated from high school,0,1,1,0,1,75.300003,1,74,1,1,often,0,0,1,1,0,graduated from high school,Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
1.8099999,,19,1,1,1,2.5,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,0,1,0,0,78.800003,0,66.5,1,2,often,0,0,1,0,0,don t know/not applicable,Other,0,4,0,1,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
2.74,2.51,18,1,1,0,3.5,3,1,0,attended a community college but did not complete diploma,1,1,0,1,1,83.300003,1,76.5,1,3,occasionally,0,0,1,1,0,graduated from high school,English,0,4,0,0,F,0,0,0,0,0,0,0,1,0,4.5,0,0,0,1
0,1.23,18,0,1,1,0,1.5,1,0,completed a community college diploma program,1,1,0,0,0,74.800003,0,33.5,1,1,rarely,0,1,1.5,1,0,completed a community college diploma program,English,0,6,0,1,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
2.3,.30000001,19,0,1,1,2,1.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,0,0,0,0,77.5,0,,1,2,usually,0,0,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,4,0,1,M,0,0,0,0,0,0,0,0,0,3,0,0,0,1
1.62,1.71,18,0,1,0,3.5,2,1,0,completed a community college diploma program,1,1,1,1,1,76.5,0,65.5,1,2,often,0,0,0,1,0,completed a community college diploma program,English,0,6,0,0,F,0,0,0,0,0,0,1,1,1,5,0,0,0,1
1.77,2.0699999,18,1,1,0,2.5,2.5,1,1,"completed a master s degree (m.a., m.sc., etc)",0,0,1,0,1,72.199997,0,62,1,1,rarely,0,1,0,0,0,don t know/not applicable,Other,0,6,0,0,M,0,0,0,0,0,0,0,1,0,3.5,0,0,0,1
