"escolaridad","ingreso","lingreso"
9,1720,7.4500795698075
12,10320,9.24183903903555
9,5160,8.54869185847561
17,26000,10.1658518170036
9,8170,9.00822418785405
9,11610,9.35962207469194
16,4000,8.29404964010203
11,7740,8.95415696658377
8,12900,9.46498259034976
3,10320,9.24183903903555
6,3440,8.14322675036744
13,20000,9.90348755253613
16,10000,9.21034037197618
9,5160,8.54869185847561
12,8600,9.0595174822416
16,9240,9.13129716463573
16,12000,9.39266192877014
9,6450,8.77183540978982
17,20000,9.90348755253613
16,15000,9.61580548008435
10,8600,9.0595174822416
17,18000,9.7981270368783
15,12000,9.39266192877014
13,8000,8.98719682066197
12,2795,7.9355873855892
9,1720,7.4500795698075
6,7400,8.90923527919226
16,8000,8.98719682066197
17,7000,8.85366542803745
11,13000,9.47270463644367
9,7310,8.89699855274382
12,10000,9.21034037197618
10,12750,9.45328655058657
6,6450,8.77183540978982
12,10750,9.28266103355581
9,12900,9.46498259034976
16,30000,10.3089526606443
11,15000,9.61580548008435
16,8000,8.98719682066197
12,1075,6.98007594056176
9,7310,8.89699855274382
12,12900,9.46498259034976
11,8600,9.0595174822416
9,7740,8.95415696658377
9,5160,8.54869185847561
12,8600,9.0595174822416
9,6192,8.73101341526956
12,583,6.36818718635049
15,13000,9.47270463644367
12,6000,8.69951474821019
12,8600,9.0595174822416
0,2580,7.85554467791566
12,7400,8.90923527919226
9,1000,6.90775527898214
16,6667,8.80492526261806
9,2193,7.69302574841789
9,6450,8.77183540978982
11,8000,8.98719682066197
9,6800,8.8246778911642
12,6400,8.76405326934776
4,7740,8.95415696658377
9,6000,8.69951474821019
17,18000,9.7981270368783
9,4386,8.38617292897783
12,10750,9.28266103355581
11,13250,9.49175283141437
2,5375,8.58951385299586
9,2600,7.86326672400957
10,645,6.46925031679577
12,10500,9.25913053614561
12,4000,8.29404964010203
9,6000,8.69951474821019
9,3010,8.00969535774292
12,17900,9.79255599182885
6,8600,9.0595174822416
16,12900,9.46498259034976
9,10320,9.24183903903555
17,6450,8.77183540978982
14,8600,9.0595174822416
9,8600,9.0595174822416
12,8170,9.00822418785405
14,1900,7.54960916515453
7,9000,9.10497985631836
17,40000,10.5966347330961
12,2803,7.93844555116479
9,10750,9.28266103355581
9,6450,8.77183540978982
6,8600,9.0595174822416
12,9000,9.10497985631836
16,18000,9.7981270368783
12,1720,7.4500795698075
9,12900,9.46498259034976
10,5590,8.62873456614915
9,12900,9.46498259034976
17,12000,9.39266192877014
12,11610,9.35962207469194
8,7740,8.95415696658377
13,3440,8.14322675036744
12,14000,9.5468126085974
9,1720,7.4500795698075
9,12900,9.46498259034976
12,1290,7.16239749735572
12,5590,8.62873456614915
12,6880,8.83637393092739
17,18000,9.7981270368783
2,10750,9.28266103355581
14,5160,8.54869185847561
0,8600,9.0595174822416
9,19350,9.87044769845793
9,10750,9.28266103355581
6,16340,9.70137136841399
12,1290,7.16239749735572
5,6450,8.77183540978982
9,7310,8.89699855274382
12,17200,9.75266466280154
12,10600,9.26860928010016
16,6000,8.69951474821019
12,5676,8.64400203827993
3,1720,7.4500795698075
4,21500,9.97580821411575
17,10750,9.28266103355581
6,7740,8.95415696658377
9,9020,9.10719961305667
0,12000,9.39266192877014
12,6235,8.73793385811414
6,10320,9.24183903903555
12,10750,9.28266103355581
12,10600,9.26860928010016
9,7740,8.95415696658377
12,8000,8.98719682066197
6,6450,8.77183540978982
7,1290,7.16239749735572
9,8600,9.0595174822416
6,6773,8.8206993992149
9,12000,9.39266192877014
15,5590,8.62873456614915
9,7740,8.95415696658377
16,4300,8.36637030168165
12,13760,9.52952111148733
9,13760,9.52952111148733
16,3200,8.07090608878782
9,8600,9.0595174822416
12,14000,9.5468126085974
9,7740,8.95415696658377
17,8000,8.98719682066197
12,7740,8.95415696658377
6,6450,8.77183540978982
6,1720,7.4500795698075
12,4300,8.36637030168165
6,12900,9.46498259034976
9,8600,9.0595174822416
9,2580,7.85554467791566
17,12000,9.39266192877014
12,8600,9.0595174822416
12,5000,8.51719319141624
17,12900,9.46498259034976
6,2221,7.70571282389443
12,9000,9.10497985631836
9,1290,7.16239749735572
8,6450,8.77183540978982
16,6450,8.77183540978982
9,9460,9.15482766204592
9,6450,8.77183540978982
9,2150,7.67322312112171
9,3870,8.26100978602383
5,7740,8.95415696658377
12,4140,8.32845106681936
16,12000,9.39266192877014
15,14000,9.5468126085974
12,7310,8.89699855274382
9,10750,9.28266103355581
9,12040,9.39598971886281
3,7740,8.95415696658377
9,3440,8.14322675036744
9,8600,9.0595174822416
17,15000,9.61580548008435
15,18000,9.7981270368783
12,4000,8.29404964010203
10,8000,8.98719682066197
17,10000,9.21034037197618
12,12900,9.46498259034976
6,8600,9.0595174822416
6,12900,9.46498259034976
9,9288,9.13647852337773
8,12040,9.39598971886281
11,9030,9.10830764641103
6,3440,8.14322675036744
9,2083,7.64156444126097
12,6000,8.69951474821019
9,12000,9.39266192877014
6,21500,9.97580821411575
12,11180,9.32188174670909
12,4300,8.36637030168165
12,6450,8.77183540978982
6,5160,8.54869185847561
6,2580,7.85554467791566
11,6450,8.77183540978982
0,3010,8.00969535774292
6,1666,7.41818082272679
11,12000,9.39266192877014
0,1417,7.25629723969068
13,9890,9.19927942461676
5,4500,8.41183267575841
16,6800,8.8246778911642
3,3870,8.26100978602383
6,860,6.75693238924755
12,6450,8.77183540978982
12,12000,9.39266192877014
17,4300,8.36637030168165
12,1075,6.98007594056176
9,8600,9.0595174822416
3,8600,9.0595174822416
12,11825,9.37797121336013
17,20618,9.93391975965633
9,5160,8.54869185847561
9,15000,9.61580548008435
9,2000,7.60090245954208
9,6450,8.77183540978982
12,7740,8.95415696658377
6,6880,8.83637393092739
12,17200,9.75266466280154
9,11180,9.32188174670909
9,10320,9.24183903903555
18,24000,10.0858091093301
6,6450,8.77183540978982
12,10750,9.28266103355581
5,3000,8.00636756765025
6,8600,9.0595174822416
6,17200,9.75266466280154
12,3000,8.00636756765025
12,7000,8.85366542803745
17,15000,9.61580548008435
10,6500,8.77955745588373
17,8000,8.98719682066197
12,7740,8.95415696658377
9,13760,9.52952111148733
9,7740,8.95415696658377
9,4730,8.46168048148598
9,4000,8.29404964010203
16,14000,9.5468126085974
12,11000,9.30565055178051
12,5160,8.54869185847561
9,10320,9.24183903903555
9,9460,9.15482766204592
18,5000,8.51719319141624
9,6000,8.69951474821019
9,8600,9.0595174822416
6,4300,8.36637030168165
16,4300,8.36637030168165
9,12000,9.39266192877014
9,6020,8.70284253830287
12,6400,8.76405326934776
11,6000,8.69951474821019
12,5590,8.62873456614915
12,3000,8.00636756765025
9,6000,8.69951474821019
11,6450,8.77183540978982
16,21500,9.97580821411575
12,17200,9.75266466280154
9,4300,8.36637030168165
0,3870,8.26100978602383
9,6450,8.77183540978982
6,10750,9.28266103355581
9,5200,8.55641390456952
16,10000,9.21034037197618
12,6200,8.73230457103318
6,10750,9.28266103355581
4,5160,8.54869185847561
12,6000,8.69951474821019
9,8600,9.0595174822416
6,9030,9.10830764641103
6,7000,8.85366542803745
9,10750,9.28266103355581
4,8170,9.00822418785405
12,6450,8.77183540978982
6,6000,8.69951474821019
17,15050,9.61913327017702
12,11180,9.32188174670909
12,1919,7.5595594960077
9,6880,8.83637393092739
9,8600,9.0595174822416
12,7310,8.89699855274382
6,7400,8.90923527919226
17,8000,8.98719682066197
16,12900,9.46498259034976
17,3440,8.14322675036744
12,7740,8.95415696658377
9,6880,8.83637393092739
11,4300,8.36637030168165
12,4800,8.47637119689598
17,24080,10.0891368994228
9,18060,9.80145482697098
3,5160,8.54869185847561
16,30000,10.3089526606443
11,3010,8.00969535774292
17,7000,8.85366542803745
9,8600,9.0595174822416
9,4300,8.36637030168165
9,1075,6.98007594056176
6,6800,8.8246778911642
9,6987,8.85180655855245
12,6000,8.69951474821019
16,22000,9.99879773234045
11,9245,9.13183814382123
17,8000,8.98719682066197
9,8600,9.0595174822416
12,2580,7.85554467791566
14,15000,9.61580548008435
16,9675,9.17730051789798
8,6450,8.77183540978982
10,15480,9.64730414714372
10,6192,8.73101341526956
9,5160,8.54869185847561
16,6000,8.69951474821019
12,11180,9.32188174670909
9,6000,8.69951474821019
14,5000,8.51719319141624
16,13000,9.47270463644367
9,9460,9.15482766204592
9,6837,8.83010431791379
9,12000,9.39266192877014
11,7740,8.95415696658377
6,9000,9.10497985631836
12,5160,8.54869185847561
9,13900,9.53964411911878
12,8170,9.00822418785405
12,2167,7.68109900153636
13,1290,7.16239749735572
8,5400,8.59415423255237
12,23220,10.0527692552519
12,8400,9.03598698483141
0,6000,8.69951474821019
12,23000,10.0432494949113
9,7000,8.85366542803745
14,1935,7.56786260546388
16,14000,9.5468126085974
12,3000,8.00636756765025
0,9460,9.15482766204592
12,9718,9.18173511496585
16,16000,9.68034400122192
8,7955,8.98155594077189
9,5160,8.54869185847561
6,2580,7.85554467791566
9,11610,9.35962207469194
9,9030,9.10830764641103
12,13760,9.52952111148733
6,2150,7.67322312112171
9,5590,8.62873456614915
6,10750,9.28266103355581
12,3440,8.14322675036744
9,2150,7.67322312112171
9,10750,9.28266103355581
12,10000,9.21034037197618
3,11610,9.35962207469194
17,10000,9.21034037197618
9,9000,9.10497985631836
9,5160,8.54869185847561
6,3010,8.00969535774292
6,860,6.75693238924755
9,19570,9.88175306039012
9,5160,8.54869185847561
6,2580,7.85554467791566
10,16340,9.70137136841399
0,5160,8.54869185847561
10,6450,8.77183540978982
9,13760,9.52952111148733
9,10750,9.28266103355581
12,7740,8.95415696658377
6,4515,8.41516046585109
9,7310,8.89699855274382
16,15000,9.61580548008435
6,6450,8.77183540978982
12,4300,8.36637030168165
9,1935,7.56786260546388
12,5000,8.51719319141624
11,5160,8.54869185847561
9,5160,8.54869185847561
15,4300,8.36637030168165
14,25000,10.1266311038503
17,12000,9.39266192877014
12,32000,10.3734911817819
16,10000,9.21034037197618
16,16000,9.68034400122192
11,8600,9.0595174822416
16,13000,9.47270463644367
12,7740,8.95415696658377
12,7740,8.95415696658377
18,9675,9.17730051789798
17,12900,9.46498259034976
4,8600,9.0595174822416
17,30000,10.3089526606443
17,14000,9.5468126085974
6,5160,8.54869185847561
12,12900,9.46498259034976
6,6020,8.70284253830287
12,5160,8.54869185847561
9,7740,8.95415696658377
9,860,6.75693238924755
9,15000,9.61580548008435
9,5590,8.62873456614915
9,7396,8.90869459250701
9,9030,9.10830764641103
3,6880,8.83637393092739
3,12900,9.46498259034976
9,3870,8.26100978602383
9,8600,9.0595174822416
16,7000,8.85366542803745
4,6192,8.73101341526956
6,8600,9.0595174822416
12,10320,9.24183903903555
17,3500,8.1605182474775
0,150,5.01063529409626
12,6200,8.73230457103318
15,12000,9.39266192877014
9,12040,9.39598971886281
0,4300,8.36637030168165
8,8600,9.0595174822416
12,10320,9.24183903903555
9,5160,8.54869185847561
9,4300,8.36637030168165
6,7740,8.95415696658377
6,3440,8.14322675036744
6,12000,9.39266192877014
8,10000,9.21034037197618
6,5160,8.54869185847561
2,1935,7.56786260546388
9,6880,8.83637393092739
6,8000,8.98719682066197
6,5590,8.62873456614915
9,30100,10.312280450737
16,7800,8.96187901267768
9,7740,8.95415696658377
11,5590,8.62873456614915
11,17200,9.75266466280154
18,40000,10.5966347330961
17,12000,9.39266192877014
9,6800,8.8246778911642
6,10320,9.24183903903555
9,2150,7.67322312112171
6,9675,9.17730051789798
20,30000,10.3089526606443
11,10000,9.21034037197618
9,8600,9.0595174822416
18,28000,10.2399597891573
12,10000,9.21034037197618
17,30000,10.3089526606443
12,6880,8.83637393092739
17,20000,9.90348755253613
12,1720,7.4500795698075
17,10000,9.21034037197618
12,6450,8.77183540978982
9,8385,9.03419967425731
12,8600,9.0595174822416
12,40000,10.5966347330961
6,10000,9.21034037197618
6,8600,9.0595174822416
9,5160,8.54869185847561
10,7740,8.95415696658377
2,7740,8.95415696658377
3,860,6.75693238924755
5,3870,8.26100978602383
0,6450,8.77183540978982
17,9000,9.10497985631836
12,53750,10.8920989459899
12,6450,8.77183540978982
10,10148,9.22503192071917
19,12000,9.39266192877014
6,9030,9.10830764641103
15,8600,9.0595174822416
1,6450,8.77183540978982
18,50000,10.8197782844103
17,10000,9.21034037197618
9,10400,9.24956108512946
17,10000,9.21034037197618
12,9400,9.14846496825809
9,3010,8.00969535774292
6,12000,9.39266192877014
9,6000,8.69951474821019
6,2150,7.67322312112171
3,1720,7.4500795698075
9,2580,7.85554467791566
6,3440,8.14322675036744
12,7740,8.95415696658377
9,5160,8.54869185847561
6,3225,8.07868822922987
11,34400,10.4458118433615
6,9600,9.16951837745593
16,4000,8.29404964010203
9,6400,8.76405326934776
0,860,6.75693238924755
9,12080,9.39930647148881
9,2580,7.85554467791566
8,3440,8.14322675036744
6,11610,9.35962207469194
10,8600,9.0595174822416
6,6020,8.70284253830287
15,21500,9.97580821411575
9,6450,8.77183540978982
12,6880,8.83637393092739
12,3870,8.26100978602383
12,13000,9.47270463644367
9,5160,8.54869185847561
8,5160,8.54869185847561
16,8000,8.98719682066197
12,5160,8.54869185847561
5,3870,8.26100978602383
16,10750,9.28266103355581
17,9600,9.16951837745593
12,3225,8.07868822922987
4,1720,7.4500795698075
17,14190,9.56029277015409
0,2580,7.85554467791566
9,12000,9.39266192877014
9,6386,8.76186337327473
16,1200,7.09007683577609
17,20000,9.90348755253613
9,19350,9.87044769845793
9,6200,8.73230457103318
9,8600,9.0595174822416
16,17000,9.74096862303835
16,25800,10.1581297709097
18,17200,9.75266466280154
17,100000,11.5129254649702
9,6880,8.83637393092739
12,12900,9.46498259034976
9,5160,8.54869185847561
16,13000,9.47270463644367
17,10320,9.24183903903555
17,7740,8.95415696658377
9,12900,9.46498259034976
8,5375,8.58951385299586
9,8170,9.00822418785405
15,7000,8.85366542803745
6,1600,7.37775890822787
9,9847,9.1949221192478
9,8600,9.0595174822416
1,7740,8.95415696658377
9,3870,8.26100978602383
16,10000,9.21034037197618
9,6450,8.77183540978982
9,6450,8.77183540978982
17,40000,10.5966347330961
14,3000,8.00636756765025
9,8600,9.0595174822416
12,6244,8.73937628163532
15,7740,8.95415696658377
9,5000,8.51719319141624
11,1290,7.16239749735572
9,8600,9.0595174822416
9,1290,7.16239749735572
9,9000,9.10497985631836
6,4644,8.44333134281778
10,3870,8.26100978602383
12,25800,10.1581297709097
16,25000,10.1266311038503
17,10000,9.21034037197618
10,4300,8.36637030168165
6,1000,6.90775527898214
9,5160,8.54869185847561
17,8000,8.98719682066197
12,5160,8.54869185847561
8,6450,8.77183540978982
16,16000,9.68034400122192
6,1935,7.56786260546388
15,21500,9.97580821411575
11,1720,7.4500795698075
16,15000,9.61580548008435
17,7600,8.93590352627442
10,3440,8.14322675036744
12,4300,8.36637030168165
9,6450,8.77183540978982
6,12900,9.46498259034976
17,35000,10.4631033404715
12,8600,9.0595174822416
16,15000,9.61580548008435
12,8170,9.00822418785405
18,12000,9.39266192877014
9,8600,9.0595174822416
14,6600,8.79482492801452
12,8600,9.0595174822416
9,6450,8.77183540978982
14,10750,9.28266103355581
12,9000,9.10497985631836
16,8600,9.0595174822416
9,7740,8.95415696658377
6,9890,9.19927942461676
9,11180,9.32188174670909
16,14000,9.5468126085974
9,5500,8.61250337122056
9,10750,9.28266103355581
17,15400,9.64212278840172
9,7740,8.95415696658377
7,9700,9.17988116449147
12,4300,8.36637030168165
12,6020,8.70284253830287
6,10750,9.28266103355581
9,25800,10.1581297709097
16,11610,9.35962207469194
11,8600,9.0595174822416
8,15050,9.61913327017702
11,11200,9.32366905728319
10,4500,8.41183267575841
1,1290,7.16239749735572
9,9030,9.10830764641103
9,5160,8.54869185847561
17,15400,9.64212278840172
12,7740,8.95415696658377
17,20000,9.90348755253613
18,28000,10.2399597891573
15,16000,9.68034400122192
0,13500,9.51044496442652
17,8000,8.98719682066197
12,6223,8.73600738456922
16,6020,8.70284253830287
12,4000,8.29404964010203
17,8600,9.0595174822416
9,6450,8.77183540978982
9,12400,9.42545175159313
9,6450,8.77183540978982
0,5000,8.51719319141624
9,4300,8.36637030168165
9,15050,9.61913327017702
4,1720,7.4500795698075
12,5590,8.62873456614915
17,9000,9.10497985631836
9,9030,9.10830764641103
12,2150,7.67322312112171
0,5160,8.54869185847561
11,12900,9.46498259034976
6,7310,8.89699855274382
4,3870,8.26100978602383
17,13000,9.47270463644367
9,1935,7.56786260546388
9,4300,8.36637030168165
17,15500,9.64859530290734
11,6020,8.70284253830287
11,6450,8.77183540978982
10,15050,9.61913327017702
17,3225,8.07868822922987
12,6000,8.69951474821019
12,7740,8.95415696658377
6,6880,8.83637393092739
12,5590,8.62873456614915
9,1720,7.4500795698075
6,6020,8.70284253830287
14,2150,7.67322312112171
9,15050,9.61913327017702
0,15050,9.61913327017702
12,5000,8.51719319141624
17,10000,9.21034037197618
16,12000,9.39266192877014
9,7181,8.87919392811032
9,8600,9.0595174822416
13,7000,8.85366542803745
6,3440,8.14322675036744
4,1667,7.41878088275079
18,17200,9.75266466280154
9,10750,9.28266103355581
9,1720,7.4500795698075
11,5590,8.62873456614915
6,860,6.75693238924755
9,6880,8.83637393092739
12,6880,8.83637393092739
12,5600,8.63052187672324
9,5590,8.62873456614915
17,10000,9.21034037197618
9,3440,8.14322675036744
9,5600,8.63052187672324
9,3440,8.14322675036744
17,16000,9.68034400122192
12,11610,9.35962207469194
9,10750,9.28266103355581
0,2400,7.78322401633604
7,4300,8.36637030168165
20,16000,9.68034400122192
17,20000,9.90348755253613
12,12900,9.46498259034976
9,6000,8.69951474821019
9,6450,8.77183540978982
9,3655,8.20385137218388
9,4300,8.36637030168165
2,7740,8.95415696658377
9,4300,8.36637030168165
12,43000,10.6689553946757
12,3870,8.26100978602383
12,12900,9.46498259034976
16,3870,8.26100978602383
9,5590,8.62873456614915
12,8600,9.0595174822416
6,3010,8.00969535774292
17,14000,9.5468126085974
9,3870,8.26100978602383
9,6450,8.77183540978982
7,5160,8.54869185847561
16,8600,9.0595174822416
12,5160,8.54869185847561
6,3440,8.14322675036744
16,8000,8.98719682066197
16,8000,8.98719682066197
6,2150,7.67322312112171
9,2100,7.64969262371151
17,8600,9.0595174822416
12,15050,9.61913327017702
6,6450,8.77183540978982
9,12040,9.39598971886281
17,7600,8.93590352627442
9,7740,8.95415696658377
12,9000,9.10497985631836
0,1290,7.16239749735572
17,12900,9.46498259034976
17,6020,8.70284253830287
9,5590,8.62873456614915
17,32000,10.3734911817819
9,5375,8.58951385299586
6,9030,9.10830764641103
11,7740,8.95415696658377
1,5160,8.54869185847561
9,6450,8.77183540978982
0,5160,8.54869185847561
12,8600,9.0595174822416
9,7740,8.95415696658377
17,12000,9.39266192877014
11,12900,9.46498259034976
17,12400,9.42545175159313
9,7740,8.95415696658377
12,19350,9.87044769845793
4,10500,9.25913053614561
17,2580,7.85554467791566
10,3600,8.1886891244442
16,8600,9.0595174822416
17,1204,7.09340462586877
6,4300,8.36637030168165
6,9000,9.10497985631836
12,13760,9.52952111148733
12,10750,9.28266103355581
9,4730,8.46168048148598
12,3440,8.14322675036744
12,12900,9.46498259034976
17,12900,9.46498259034976
16,21000,9.95227771670556
15,8600,9.0595174822416
0,5000,8.51719319141624
12,5160,8.54869185847561
9,19350,9.87044769845793
9,5375,8.58951385299586
9,15050,9.61913327017702
17,12000,9.39266192877014
9,12900,9.46498259034976
11,4300,8.36637030168165
9,6450,8.77183540978982
18,40000,10.5966347330961
12,4300,8.36637030168165
10,12040,9.39598971886281
12,6450,8.77183540978982
9,6450,8.77183540978982
12,6450,8.77183540978982
18,24000,10.0858091093301
14,6020,8.70284253830287
14,8600,9.0595174822416
11,5160,8.54869185847561
12,6000,8.69951474821019
15,6000,8.69951474821019
16,11000,9.30565055178051
9,8600,9.0595174822416
16,10000,9.21034037197618
12,5160,8.54869185847561
16,10600,9.26860928010016
16,10000,9.21034037197618
12,14000,9.5468126085974
12,10750,9.28266103355581
16,18000,9.7981270368783
3,7740,8.95415696658377
6,6880,8.83637393092739
12,8600,9.0595174822416
17,12500,9.43348392329039
15,14000,9.5468126085974
9,8600,9.0595174822416
7,7740,8.95415696658377
12,5590,8.62873456614915
9,10750,9.28266103355581
9,2580,7.85554467791566
4,2150,7.67322312112171
12,18000,9.7981270368783
6,12900,9.46498259034976
9,8600,9.0595174822416
8,8170,9.00822418785405
12,5160,8.54869185847561
8,17200,9.75266466280154
10,10320,9.24183903903555
16,30000,10.3089526606443
12,12900,9.46498259034976
12,6450,8.77183540978982
12,5160,8.54869185847561
12,5160,8.54869185847561
9,10750,9.28266103355581
17,6000,8.69951474821019
9,5160,8.54869185847561
9,12900,9.46498259034976
10,11180,9.32188174670909
12,55290,10.920347339332
12,4300,8.36637030168165
12,8200,9.01188943325234
10,10750,9.28266103355581
9,7740,8.95415696658377
12,6450,8.77183540978982
9,17200,9.75266466280154
9,2500,7.82404601085629
9,5000,8.51719319141624
9,1505,7.31654817718298
9,3010,8.00969535774292
9,7740,8.95415696658377
6,6450,8.77183540978982
9,2150,7.67322312112171
11,10000,9.21034037197618
12,6020,8.70284253830287
9,4300,8.36637030168165
12,7482,8.92025541490809
16,14400,9.57498348556409
17,5000,8.51719319141624
14,8600,9.0595174822416
9,8600,9.0595174822416
17,9460,9.15482766204592
6,6020,8.70284253830287
6,2580,7.85554467791566
15,6020,8.70284253830287
5,5375,8.58951385299586
18,12400,9.42545175159313
16,16000,9.68034400122192
12,21500,9.97580821411575
9,6450,8.77183540978982
16,5160,8.54869185847561
17,21500,9.97580821411575
9,7000,8.85366542803745
9,6880,8.83637393092739
12,5160,8.54869185847561
17,7000,8.85366542803745
13,11000,9.30565055178051
17,7000,8.85366542803745
8,8815,9.08421009483197
7,5930,8.68777949199177
12,8600,9.0595174822416
12,11600,9.35876037709446
9,1935,7.56786260546388
12,5000,8.51719319141624
9,6450,8.77183540978982
12,5000,8.51719319141624
12,10750,9.28266103355581
14,1290,7.16239749735572
2,5590,8.62873456614915
10,9030,9.10830764641103
9,6450,8.77183540978982
12,3225,8.07868822922987
15,7000,8.85366542803745
20,8000,8.98719682066197
12,7600,8.93590352627442
9,4300,8.36637030168165
12,3440,8.14322675036744
17,12000,9.39266192877014
12,8170,9.00822418785405
9,8127,9.0029471307532
11,5160,8.54869185847561
11,4300,8.36637030168165
12,7224,8.88516409509682
12,6020,8.70284253830287
