"escolaridad","ingreso","lingreso"
6,4515,8.41516046585109
18,10000,9.21034037197618
9,6450,8.77183540978982
12,12900,9.46498259034976
0,19350,9.87044769845793
9,9890,9.19927942461676
6,7740,8.95415696658377
9,9030,9.10830764641103
17,8600,9.0595174822416
18,14000,9.5468126085974
9,10750,9.28266103355581
16,40000,10.5966347330961
12,8600,9.0595174822416
17,4500,8.41183267575841
13,30100,10.312280450737
6,4300,8.36637030168165
12,6450,8.77183540978982
4,3225,8.07868822922987
9,6000,8.69951474821019
9,15050,9.61913327017702
12,4000,8.29404964010203
6,1290,7.16239749735572
12,8600,9.0595174822416
8,3870,8.26100978602383
18,3600,8.1886891244442
16,13000,9.47270463644367
9,3600,8.1886891244442
9,13760,9.52952111148733
9,4300,8.36637030168165
1,9000,9.10497985631836
9,7740,8.95415696658377
9,4300,8.36637030168165
9,18060,9.80145482697098
9,1290,7.16239749735572
8,3870,8.26100978602383
12,10000,9.21034037197618
9,12900,9.46498259034976
12,400,5.99146454710798
17,25000,10.1266311038503
9,6450,8.77183540978982
17,12900,9.46498259034976
12,10000,9.21034037197618
18,38700,10.5635948790179
16,12900,9.46498259034976
6,12900,9.46498259034976
16,8000,8.98719682066197
6,10750,9.28266103355581
9,21500,9.97580821411575
9,5160,8.54869185847561
9,8600,9.0595174822416
12,12000,9.39266192877014
9,5160,8.54869185847561
9,6450,8.77183540978982
11,6880,8.83637393092739
16,9600,9.16951837745593
9,5762,8.65903991564447
9,17200,9.75266466280154
16,10000,9.21034037197618
9,2580,7.85554467791566
9,8170,9.00822418785405
12,7740,8.95415696658377
9,6450,8.77183540978982
9,6450,8.77183540978982
17,16000,9.68034400122192
9,7740,8.95415696658377
6,6020,8.70284253830287
3,3870,8.26100978602383
9,17200,9.75266466280154
12,25800,10.1581297709097
11,6600,8.79482492801452
2,3870,8.26100978602383
9,3870,8.26100978602383
9,18000,9.7981270368783
16,10000,9.21034037197618
9,3870,8.26100978602383
6,2000,7.60090245954208
9,6450,8.77183540978982
11,12900,9.46498259034976
9,12900,9.46498259034976
12,2580,7.85554467791566
12,12900,9.46498259034976
12,4300,8.36637030168165
12,5160,8.54869185847561
6,10750,9.28266103355581
18,11400,9.34136863438259
6,4000,8.29404964010203
9,8600,9.0595174822416
9,8600,9.0595174822416
16,15000,9.61580548008435
4,8600,9.0595174822416
9,4300,8.36637030168165
6,4300,8.36637030168165
17,15000,9.61580548008435
12,20000,9.90348755253613
17,860,6.75693238924755
9,7740,8.95415696658377
9,5504,8.61323037961318
17,6450,8.77183540978982
9,3010,8.00969535774292
9,17200,9.75266466280154
16,20000,9.90348755253613
11,18000,9.7981270368783
12,43,3.76120011569356
9,8600,9.0595174822416
3,6450,8.77183540978982
16,12900,9.46498259034976
9,15000,9.61580548008435
9,8600,9.0595174822416
0,6020,8.70284253830287
9,12900,9.46498259034976
12,2580,7.85554467791566
9,10750,9.28266103355581
12,3870,8.26100978602383
15,8000,8.98719682066197
9,3000,8.00636756765025
6,3600,8.1886891244442
17,7000,8.85366542803745
11,10000,9.21034037197618
12,19350,9.87044769845793
16,13000,9.47270463644367
9,8600,9.0595174822416
12,16000,9.68034400122192
6,6450,8.77183540978982
6,6020,8.70284253830287
4,12900,9.46498259034976
12,1290,7.16239749735572
6,1290,7.16239749735572
9,4300,8.36637030168165
9,12900,9.46498259034976
12,15050,9.61913327017702
12,6450,8.77183540978982
6,10000,9.21034037197618
6,3010,8.00969535774292
6,4300,8.36637030168165
14,2580,7.85554467791566
16,12000,9.39266192877014
9,3870,8.26100978602383
15,12900,9.46498259034976
12,3440,8.14322675036744
3,7740,8.95415696658377
11,7740,8.95415696658377
9,7740,8.95415696658377
12,26000,10.1658518170036
11,17200,9.75266466280154
1,2150,7.67322312112171
12,5590,8.62873456614915
12,6450,8.77183540978982
16,10000,9.21034037197618
12,12900,9.46498259034976
17,24000,10.0858091093301
16,12600,9.44145209293957
6,9600,9.16951837745593
6,6020,8.70284253830287
9,8600,9.0595174822416
15,9000,9.10497985631836
9,17000,9.74096862303835
16,8600,9.0595174822416
12,9460,9.15482766204592
9,7740,8.95415696658377
9,6020,8.70284253830287
4,9460,9.15482766204592
12,7740,8.95415696658377
12,18000,9.7981270368783
9,8600,9.0595174822416
10,6880,8.83637393092739
16,7500,8.9226582995244
19,15000,9.61580548008435
12,20765,9.94102415606485
5,7095,8.86714558959414
16,15050,9.61913327017702
11,17200,9.75266466280154
9,7740,8.95415696658377
5,8600,9.0595174822416
12,5200,8.55641390456952
9,8600,9.0595174822416
12,6400,8.76405326934776
12,1720,7.4500795698075
12,34400,10.4458118433615
12,6450,8.77183540978982
12,10750,9.28266103355581
18,9000,9.10497985631836
10,860,6.75693238924755
6,5375,8.58951385299586
6,2150,7.67322312112171
8,7310,8.89699855274382
1,3333,8.11162807830774
11,9030,9.10830764641103
6,2064,7.63240112660145
9,5719,8.65154924391532
12,15000,9.61580548008435
6,21500,9.97580821411575
12,12900,9.46498259034976
9,10000,9.21034037197618
9,1500,7.3132203870903
0,5160,8.54869185847561
0,10320,9.24183903903555
12,8600,9.0595174822416
6,3440,8.14322675036744
10,1290,7.16239749735572
12,17200,9.75266466280154
6,3010,8.00969535774292
16,7000,8.85366542803745
9,7740,8.95415696658377
12,7525,8.92598608961708
17,40000,10.5966347330961
12,4300,8.36637030168165
9,2580,7.85554467791566
9,12900,9.46498259034976
16,8000,8.98719682066197
12,6000,8.69951474821019
6,8170,9.00822418785405
9,2150,7.67322312112171
14,8600,9.0595174822416
16,8600,9.0595174822416
6,8600,9.0595174822416
9,1290,7.16239749735572
10,6000,8.69951474821019
17,20000,9.90348755253613
10,5160,8.54869185847561
6,3440,8.14322675036744
12,5000,8.51719319141624
12,6000,8.69951474821019
12,10750,9.28266103355581
2,1042,6.94889722231331
9,10320,9.24183903903555
9,4300,8.36637030168165
9,5160,8.54869185847561
12,6450,8.77183540978982
18,18000,9.7981270368783
9,3870,8.26100978602383
12,6450,8.77183540978982
3,5160,8.54869185847561
12,6450,8.77183540978982
6,5160,8.54869185847561
6,5160,8.54869185847561
16,20000,9.90348755253613
9,6450,8.77183540978982
9,6880,8.83637393092739
6,6000,8.69951474821019
16,8400,9.03598698483141
9,6450,8.77183540978982
9,6000,8.69951474821019
12,6310,8.74989095553526
12,4300,8.36637030168165
3,10720,9.27986643462479
9,6450,8.77183540978982
6,5160,8.54869185847561
6,6020,8.70284253830287
11,4300,8.36637030168165
9,6450,8.77183540978982
5,6020,8.70284253830287
16,8000,8.98719682066197
9,2666,7.88833450073865
13,2580,7.85554467791566
2,11911,9.3852176218809
6,2580,7.85554467791566
16,12900,9.46498259034976
12,12900,9.46498259034976
17,10000,9.21034037197618
10,7740,8.95415696658377
9,10750,9.28266103355581
9,17200,9.75266466280154
9,6450,8.77183540978982
11,5160,8.54869185847561
12,2580,7.85554467791566
3,2580,7.85554467791566
9,7740,8.95415696658377
19,20000,9.90348755253613
20,15000,9.61580548008435
16,12000,9.39266192877014
11,10750,9.28266103355581
12,6450,8.77183540978982
12,8000,8.98719682066197
9,12900,9.46498259034976
16,83333,11.3305999081683
6,6020,8.70284253830287
6,8600,9.0595174822416
12,2150,7.67322312112171
17,13400,9.503009985939
12,4300,8.36637030168165
9,1505,7.31654817718298
6,6450,8.77183540978982
12,6450,8.77183540978982
12,7000,8.85366542803745
9,22000,9.99879773234045
4,7740,8.95415696658377
3,6400,8.76405326934776
9,8600,9.0595174822416
12,8600,9.0595174822416
9,8600,9.0595174822416
15,10170,9.22719748904261
9,17200,9.75266466280154
12,10320,9.24183903903555
12,16000,9.68034400122192
16,9600,9.16951837745593
12,7740,8.95415696658377
6,10750,9.28266103355581
6,6020,8.70284253830287
6,6880,8.83637393092739
12,4300,8.36637030168165
17,16000,9.68034400122192
9,2500,7.82404601085629
9,11180,9.32188174670909
17,10400,9.24956108512946
9,10750,9.28266103355581
9,4000,8.29404964010203
9,1935,7.56786260546388
9,7267,8.89109883061664
9,6450,8.77183540978982
13,6200,8.73230457103318
9,8000,8.98719682066197
9,12600,9.44145209293957
9,2580,7.85554467791566
6,6450,8.77183540978982
9,6880,8.83637393092739
9,8600,9.0595174822416
16,6000,8.69951474821019
12,5590,8.62873456614915
6,12470,9.43108103867408
14,6000,8.69951474821019
15,5160,8.54869185847561
12,6880,8.83637393092739
17,3010,8.00969535774292
9,5160,8.54869185847561
9,4300,8.36637030168165
16,60000,11.0020998412042
12,6020,8.70284253830287
9,7500,8.9226582995244
16,50000,10.8197782844103
17,15000,9.61580548008435
12,15000,9.61580548008435
2,7740,8.95415696658377
10,8600,9.0595174822416
12,6450,8.77183540978982
0,903,6.80572255341699
0,6450,8.77183540978982
10,7740,8.95415696658377
9,7568,8.93168411073171
9,7740,8.95415696658377
17,8000,8.98719682066197
9,10320,9.24183903903555
17,7000,8.85366542803745
15,7310,8.89699855274382
16,8000,8.98719682066197
12,7600,8.93590352627442
14,8600,9.0595174822416
11,6450,8.77183540978982
3,840,6.73340189183736
17,30000,10.3089526606443
13,11000,9.30565055178051
15,5000,8.51719319141624
9,6000,8.69951474821019
9,7820,8.96443983353936
7,6450,8.77183540978982
12,4000,8.29404964010203
12,34000,10.4341158035983
3,1290,7.16239749735572
9,1505,7.31654817718298
12,7310,8.89699855274382
12,9890,9.19927942461676
6,4300,8.36637030168165
9,17200,9.75266466280154
9,5160,8.54869185847561
9,8600,9.0595174822416
9,7400,8.90923527919226
6,6450,8.77183540978982
9,9460,9.15482766204592
9,6450,8.77183540978982
12,34400,10.4458118433615
12,10320,9.24183903903555
9,3000,8.00636756765025
9,8600,9.0595174822416
9,3000,8.00636756765025
9,5160,8.54869185847561
16,8170,9.00822418785405
1,8600,9.0595174822416
10,10750,9.28266103355581
17,34400,10.4458118433615
9,12900,9.46498259034976
12,4300,8.36637030168165
12,3440,8.14322675036744
9,17200,9.75266466280154
16,12000,9.39266192877014
9,5160,8.54869185847561
18,4300,8.36637030168165
9,7000,8.85366542803745
9,5000,8.51719319141624
14,5160,8.54869185847561
9,5160,8.54869185847561
12,6450,8.77183540978982
7,9460,9.15482766204592
3,12900,9.46498259034976
6,3870,8.26100978602383
6,7740,8.95415696658377
12,8600,9.0595174822416
12,5160,8.54869185847561
9,10790,9.28637505825218
12,4300,8.36637030168165
17,800,6.68461172766793
1,3000,8.00636756765025
9,6020,8.70284253830287
17,23220,10.0527692552519
12,11180,9.32188174670909
9,1000,6.90775527898214
12,16340,9.70137136841399
11,3010,8.00969535774292
6,6450,8.77183540978982
6,10750,9.28266103355581
9,8600,9.0595174822416
9,5590,8.62873456614915
9,3000,8.00636756765025
18,20000,9.90348755253613
12,3400,8.13153071060425
12,1720,7.4500795698075
16,9030,9.10830764641103
17,20000,9.90348755253613
9,9030,9.10830764641103
12,32000,10.3734911817819
16,9600,9.16951837745593
11,6450,8.77183540978982
12,5160,8.54869185847561
12,7740,8.95415696658377
6,6450,8.77183540978982
17,30000,10.3089526606443
12,8600,9.0595174822416
17,22000,9.99879773234045
9,21500,9.97580821411575
12,7740,8.95415696658377
12,8600,9.0595174822416
15,7740,8.95415696658377
9,12900,9.46498259034976
10,3440,8.14322675036744
6,4300,8.36637030168165
6,8600,9.0595174822416
9,15050,9.61913327017702
12,1000,6.90775527898214
5,12900,9.46498259034976
17,6450,8.77183540978982
12,4300,8.36637030168165
9,7740,8.95415696658377
9,6450,8.77183540978982
9,7310,8.89699855274382
12,10800,9.28730141311231
9,3400,8.13153071060425
9,5160,8.54869185847561
16,12500,9.43348392329039
12,5600,8.63052187672324
10,4300,8.36637030168165
12,30000,10.3089526606443
6,5590,8.62873456614915
17,16000,9.68034400122192
0,12900,9.46498259034976
9,5375,8.58951385299586
2,1548,7.34471905414967
9,6450,8.77183540978982
6,2580,7.85554467791566
16,10000,9.21034037197618
15,16000,9.68034400122192
9,2580,7.85554467791566
14,21500,9.97580821411575
6,4300,8.36637030168165
12,8600,9.0595174822416
8,10750,9.28266103355581
3,7310,8.89699855274382
5,10750,9.28266103355581
7,1290,7.16239749735572
9,5160,8.54869185847561
12,5000,8.51719319141624
16,14000,9.5468126085974
16,12000,9.39266192877014
9,3010,8.00969535774292
6,4300,8.36637030168165
9,6450,8.77183540978982
12,18490,9.82498532438117
12,2000,7.60090245954208
11,6450,8.77183540978982
9,6020,8.70284253830287
10,7740,8.95415696658377
15,6000,8.69951474821019
6,5000,8.51719319141624
9,6880,8.83637393092739
16,11610,9.35962207469194
17,6450,8.77183540978982
17,6880,8.83637393092739
17,6000,8.69951474821019
12,1290,7.16239749735572
0,430,6.06378520868761
12,12000,9.39266192877014
9,1290,7.16239749735572
12,6450,8.77183540978982
0,3225,8.07868822922987
12,8600,9.0595174822416
11,7800,8.96187901267768
9,9030,9.10830764641103
9,2150,7.67322312112171
10,9030,9.10830764641103
11,3870,8.26100978602383
12,8600,9.0595174822416
13,8000,8.98719682066197
16,11000,9.30565055178051
12,4300,8.36637030168165
9,3000,8.00636756765025
12,5160,8.54869185847561
13,10750,9.28266103355581
12,1720,7.4500795698075
12,2800,7.9373746961633
9,8600,9.0595174822416
9,2580,7.85554467791566
17,6000,8.69951474821019
15,6450,8.77183540978982
9,4300,8.36637030168165
9,25000,10.1266311038503
9,5160,8.54869185847561
15,9000,9.10497985631836
3,7740,8.95415696658377
5,8600,9.0595174822416
16,15000,9.61580548008435
4,4300,8.36637030168165
6,4300,8.36637030168165
9,9030,9.10830764641103
15,12040,9.39598971886281
9,4300,8.36637030168165
16,12000,9.39266192877014
17,10750,9.28266103355581
16,7310,8.89699855274382
14,10320,9.24183903903555
12,2580,7.85554467791566
12,8600,9.0595174822416
9,17200,9.75266466280154
17,13000,9.47270463644367
17,10000,9.21034037197618
6,2580,7.85554467791566
18,40000,10.5966347330961
6,10750,9.28266103355581
12,12000,9.39266192877014
16,17200,9.75266466280154
9,8170,9.00822418785405
9,8600,9.0595174822416
17,25000,10.1266311038503
17,7000,8.85366542803745
9,15050,9.61913327017702
11,8170,9.00822418785405
6,2236,7.71244383427499
9,8600,9.0595174822416
12,6600,8.79482492801452
6,10750,9.28266103355581
3,8600,9.0595174822416
17,4300,8.36637030168165
2,5590,8.62873456614915
12,2580,7.85554467791566
12,10000,9.21034037197618
16,19350,9.87044769845793
12,12000,9.39266192877014
6,5160,8.54869185847561
9,9030,9.10830764641103
2,4167,8.33495163142245
0,2580,7.85554467791566
6,6450,8.77183540978982
12,2580,7.85554467791566
3,8600,9.0595174822416
16,12000,9.39266192877014
9,8600,9.0595174822416
9,10750,9.28266103355581
12,5600,8.63052187672324
0,9030,9.10830764641103
12,4300,8.36637030168165
9,17630,9.77735727539192
16,6400,8.76405326934776
9,5160,8.54869185847561
11,9890,9.19927942461676
6,2580,7.85554467791566
6,12000,9.39266192877014
9,11200,9.32366905728319
9,6450,8.77183540978982
8,4300,8.36637030168165
9,3268,8.09193345597989
9,6450,8.77183540978982
12,6450,8.77183540978982
12,10750,9.28266103355581
12,6000,8.69951474821019
12,12900,9.46498259034976
11,12900,9.46498259034976
14,6450,8.77183540978982
14,7740,8.95415696658377
9,3870,8.26100978602383
16,12900,9.46498259034976
3,13400,9.503009985939
6,7740,8.95415696658377
6,6000,8.69951474821019
12,15480,9.64730414714372
13,6000,8.69951474821019
2,8170,9.00822418785405
5,1500,7.3132203870903
9,4300,8.36637030168165
16,6800,8.8246778911642
9,6880,8.83637393092739
12,8600,9.0595174822416
9,4300,8.36637030168165
12,12900,9.46498259034976
9,6000,8.69951474821019
17,20000,9.90348755253613
14,8170,9.00822418785405
14,20000,9.90348755253613
9,34400,10.4458118433615
16,2000,7.60090245954208
12,12000,9.39266192877014
6,12470,9.43108103867408
9,12000,9.39266192877014
12,6450,8.77183540978982
9,6880,8.83637393092739
9,8400,9.03598698483141
2,1290,7.16239749735572
9,13782,9.53111867191715
9,4300,8.36637030168165
12,7740,8.95415696658377
12,6000,8.69951474821019
11,6450,8.77183540978982
19,10000,9.21034037197618
9,8600,9.0595174822416
9,5610,8.63230599851674
16,9030,9.10830764641103
3,3354,8.11790894238315
12,5160,8.54869185847561
6,1677,7.42476176182321
12,5160,8.54869185847561
12,8000,8.98719682066197
9,6880,8.83637393092739
17,4200,8.34283980427146
0,430,6.06378520868761
17,17200,9.75266466280154
12,5500,8.61250337122056
2,3600,8.1886891244442
9,10750,9.28266103355581
17,6450,8.77183540978982
5,6450,8.77183540978982
9,6450,8.77183540978982
16,6450,8.77183540978982
17,13000,9.47270463644367
9,8400,9.03598698483141
6,7525,8.92598608961708
10,5590,8.62873456614915
12,4300,8.36637030168165
9,8800,9.0825070004663
9,7740,8.95415696658377
17,4000,8.29404964010203
2,1000,6.90775527898214
10,8170,9.00822418785405
9,9890,9.19927942461676
12,10750,9.28266103355581
6,8600,9.0595174822416
2,7740,8.95415696658377
14,6450,8.77183540978982
12,15000,9.61580548008435
6,5160,8.54869185847561
6,4300,8.36637030168165
15,14000,9.5468126085974
18,6700,8.80986280537906
12,14000,9.5468126085974
9,6880,8.83637393092739
18,51600,10.8512769514697
9,8600,9.0595174822416
11,12900,9.46498259034976
6,2580,7.85554467791566
7,6450,8.77183540978982
16,3000,8.00636756765025
0,7200,8.88183630500415
9,21500,9.97580821411575
9,1935,7.56786260546388
9,2150,7.67322312112171
6,5160,8.54869185847561
12,2580,7.85554467791566
6,30000,10.3089526606443
17,18000,9.7981270368783
16,8000,8.98719682066197
12,3870,8.26100978602383
1,5590,8.62873456614915
12,7310,8.89699855274382
12,7525,8.92598608961708
9,1720,7.4500795698075
17,5000,8.51719319141624
18,14000,9.5468126085974
0,2580,7.85554467791566
9,6020,8.70284253830287
14,4000,8.29404964010203
12,4300,8.36637030168165
9,6020,8.70284253830287
12,12900,9.46498259034976
11,9804,9.190545744648
6,8600,9.0595174822416
9,2580,7.85554467791566
9,25800,10.1581297709097
9,5590,8.62873456614915
6,8600,9.0595174822416
17,7400,8.90923527919226
12,3500,8.1605182474775
3,4000,8.29404964010203
11,3870,8.26100978602383
12,5000,8.51719319141624
17,10000,9.21034037197618
9,2150,7.67322312112171
12,3870,8.26100978602383
17,6450,8.77183540978982
16,12000,9.39266192877014
12,8600,9.0595174822416
3,1935,7.56786260546388
9,8600,9.0595174822416
6,860,6.75693238924755
16,6000,8.69951474821019
12,7000,8.85366542803745
15,10750,9.28266103355581
15,21500,9.97580821411575
12,8600,9.0595174822416
16,10000,9.21034037197618
18,5000,8.51719319141624
6,6450,8.77183540978982
6,3010,8.00969535774292
6,6020,8.70284253830287
17,19000,9.85219425814858
9,1600,7.37775890822787
10,1290,7.16239749735572
13,6020,8.70284253830287
6,833,6.72503364216684
9,500,6.21460809842219
12,6450,8.77183540978982
9,2150,7.67322312112171
12,12000,9.39266192877014
17,500,6.21460809842219
17,4730,8.46168048148598
12,2500,7.82404601085629
3,12900,9.46498259034976
17,4000,8.29404964010203
16,16000,9.68034400122192
12,10750,9.28266103355581
17,10000,9.21034037197618
6,9460,9.15482766204592
6,6000,8.69951474821019
12,11395,9.34092994167978
12,7740,8.95415696658377
16,3440,8.14322675036744
10,1677,7.42476176182321
6,7740,8.95415696658377
12,10750,9.28266103355581
6,1935,7.56786260546388
9,1548,7.34471905414967
12,7740,8.95415696658377
16,19350,9.87044769845793
12,8600,9.0595174822416
11,8600,9.0595174822416
17,14000,9.5468126085974
17,5160,8.54869185847561
11,7740,8.95415696658377
9,8600,9.0595174822416
12,2000,7.60090245954208
9,860,6.75693238924755
12,19350,9.87044769845793
17,9000,9.10497985631836
9,34640,10.4527643626764
14,23650,10.0711183939201
17,7740,8.95415696658377
12,5160,8.54869185847561
16,20000,9.90348755253613
12,6450,8.77183540978982
14,13760,9.52952111148733
6,9460,9.15482766204592
16,3000,8.00636756765025
12,2580,7.85554467791566
12,21000,9.95227771670556
12,6450,8.77183540978982
16,12000,9.39266192877014
11,10750,9.28266103355581
11,10750,9.28266103355581
15,14500,9.58190392840867
9,6450,8.77183540978982
12,10320,9.24183903903555
9,6450,8.77183540978982
9,6880,8.83637393092739
9,4300,8.36637030168165
12,3440,8.14322675036744
16,6000,8.69951474821019
9,7740,8.95415696658377
12,4300,8.36637030168165
17,18000,9.7981270368783
3,12900,9.46498259034976
11,3870,8.26100978602383
10,13750,9.52879410309472
6,15050,9.61913327017702
9,8600,9.0595174822416
16,5000,8.51719319141624
11,5160,8.54869185847561
9,12900,9.46498259034976
9,8600,9.0595174822416
12,24000,10.0858091093301
9,8000,8.98719682066197
11,12900,9.46498259034976
9,600,6.39692965521615
9,4000,8.29404964010203
6,9460,9.15482766204592
9,12900,9.46498259034976
12,7740,8.95415696658377
1,12900,9.46498259034976
6,8400,9.03598698483141
12,7000,8.85366542803745
4,8600,9.0595174822416
2,2150,7.67322312112171
17,8600,9.0595174822416
0,1290,7.16239749735572
16,12000,9.39266192877014
6,12900,9.46498259034976
15,17200,9.75266466280154
12,10750,9.28266103355581
6,8600,9.0595174822416
12,17200,9.75266466280154
12,17200,9.75266466280154
17,12900,9.46498259034976
6,15050,9.61913327017702
9,9890,9.19927942461676
12,860,6.75693238924755
9,4300,8.36637030168165
3,19350,9.87044769845793
12,10750,9.28266103355581
12,8000,8.98719682066197
2,12900,9.46498259034976
4,6450,8.77183540978982
9,12900,9.46498259034976
12,300,5.7037824746562
9,6880,8.83637393092739
16,10001,9.21044036697652
12,4300,8.36637030168165
6,6450,8.77183540978982
12,5160,8.54869185847561
16,5160,8.54869185847561
12,8600,9.0595174822416
12,21500,9.97580821411575
9,3440,8.14322675036744
12,12900,9.46498259034976
17,5000,8.51719319141624
9,1290,7.16239749735572
9,10000,9.21034037197618
15,2150,7.67322312112171
9,8000,8.98719682066197
12,8600,9.0595174822416
17,17200,9.75266466280154
16,11000,9.30565055178051
0,10750,9.28266103355581
6,2000,7.60090245954208
4,9245,9.13183814382123
6,8600,9.0595174822416
12,1667,7.41878088275079
9,14620,9.59014573330377
9,4300,8.36637030168165
6,7740,8.95415696658377
11,8600,9.0595174822416
7,9460,9.15482766204592
10,1290,7.16239749735572
11,25800,10.1581297709097
6,4300,8.36637030168165
9,12900,9.46498259034976
9,12000,9.39266192877014
6,5200,8.55641390456952
17,21500,9.97580821411575
9,5590,8.62873456614915
6,6450,8.77183540978982
9,6880,8.83637393092739
12,100000,11.5129254649702
9,6450,8.77183540978982
17,8000,8.98719682066197
9,3870,8.26100978602383
2,2150,7.67322312112171
17,19350,9.87044769845793
9,10750,9.28266103355581
9,5590,8.62873456614915
16,10000,9.21034037197618
9,3010,8.00969535774292
12,3440,8.14322675036744
9,5160,8.54869185847561
12,8604,9.05998249038762
9,4515,8.41516046585109
6,10320,9.24183903903555
9,6020,8.70284253830287
13,7000,8.85366542803745
6,8600,9.0595174822416
12,667,6.50279004591562
12,5160,8.54869185847561
17,17000,9.74096862303835
6,1500,7.3132203870903
12,11000,9.30565055178051
12,14000,9.5468126085974
8,5590,8.62873456614915
9,1935,7.56786260546388
17,8600,9.0595174822416
12,5160,8.54869185847561
10,7740,8.95415696658377
6,2500,7.82404601085629
6,15000,9.61580548008435
16,5160,8.54869185847561
6,6450,8.77183540978982
12,11000,9.30565055178051
18,64500,11.0744205027839
0,3870,8.26100978602383
9,8600,9.0595174822416
10,8600,9.0595174822416
2,12900,9.46498259034976
9,10750,9.28266103355581
12,7740,8.95415696658377
6,8600,9.0595174822416
9,3440,8.14322675036744
9,8600,9.0595174822416
16,10000,9.21034037197618
12,4300,8.36637030168165
9,34400,10.4458118433615
17,6450,8.77183540978982
12,43000,10.6689553946757
9,10050,9.21532791348722
9,5800,8.66561319653451
2,5375,8.58951385299586
9,6880,8.83637393092739
11,3655,8.20385137218388
17,15050,9.61913327017702
17,12000,9.39266192877014
6,4300,8.36637030168165
0,6450,8.77183540978982
12,9460,9.15482766204592
17,8000,8.98719682066197
12,6020,8.70284253830287
9,12040,9.39598971886281
9,8600,9.0595174822416
17,12900,9.46498259034976
9,6450,8.77183540978982
9,5590,8.62873456614915
10,8600,9.0595174822416
16,8600,9.0595174822416
8,3225,8.07868822922987
15,7740,8.95415696658377
9,4300,8.36637030168165
9,5160,8.54869185847561
16,38700,10.5635948790179
17,15050,9.61913327017702
11,6880,8.83637393092739
12,4500,8.41183267575841
9,2083,7.64156444126097
17,12900,9.46498259034976
9,3870,8.26100978602383
6,2580,7.85554467791566
6,8333,9.02797881438221
11,6450,8.77183540978982
16,7740,8.95415696658377
12,7740,8.95415696658377
11,6000,8.69951474821019
12,1290,7.16239749735572
17,10000,9.21034037197618
9,6450,8.77183540978982
9,4300,8.36637030168165
0,1000,6.90775527898214
9,17200,9.75266466280154
9,6450,8.77183540978982
5,8600,9.0595174822416
9,3010,8.00969535774292
12,6200,8.73230457103318
6,7000,8.85366542803745
12,5200,8.55641390456952
9,9030,9.10830764641103
16,3440,8.14322675036744
6,3200,8.07090608878782
14,5590,8.62873456614915
12,12000,9.39266192877014
16,8600,9.0595174822416
12,8400,9.03598698483141
0,1032,6.93925394604151
10,6450,8.77183540978982
8,129000,11.7675676833438
12,8000,8.98719682066197
14,4200,8.34283980427146
12,21500,9.97580821411575
12,12000,9.39266192877014
12,6450,8.77183540978982
16,9000,9.10497985631836
9,8600,9.0595174822416
9,12900,9.46498259034976
17,4000,8.29404964010203
16,9030,9.10830764641103
17,6000,8.69951474821019
9,10320,9.24183903903555
9,6020,8.70284253830287
12,8000,8.98719682066197
16,12900,9.46498259034976
12,9030,9.10830764641103
9,8944,9.09873819539488
9,4300,8.36637030168165
12,9030,9.10830764641103
16,13000,9.47270463644367
17,9000,9.10497985631836
0,2580,7.85554467791566
6,9460,9.15482766204592
12,32250,10.3812733222239
17,11000,9.30565055178051
9,6880,8.83637393092739
9,6450,8.77183540978982
17,13000,9.47270463644367
12,6450,8.77183540978982
6,5160,8.54869185847561
12,6880,8.83637393092739
12,12642,9.44477988303224
12,6000,8.69951474821019
11,10750,9.28266103355581
9,9030,9.10830764641103
13,2580,7.85554467791566
9,8000,8.98719682066197
9,5160,8.54869185847561
12,4300,8.36637030168165
9,8000,8.98719682066197
6,9030,9.10830764641103
12,5160,8.54869185847561
12,7740,8.95415696658377
6,2167,7.68109900153636
12,7740,8.95415696658377
15,6450,8.77183540978982
9,1935,7.56786260546388
12,11000,9.30565055178051
12,12000,9.39266192877014
16,8600,9.0595174822416
12,17200,9.75266466280154
9,1290,7.16239749735572
9,6450,8.77183540978982
17,14000,9.5468126085974
12,5590,8.62873456614915
9,2580,7.85554467791566
9,5160,8.54869185847561
0,8600,9.0595174822416
10,12900,9.46498259034976
6,7740,8.95415696658377
9,8600,9.0595174822416
18,22000,9.99879773234045
9,10750,9.28266103355581
16,2000,7.60090245954208
12,7525,8.92598608961708
12,5590,8.62873456614915
6,6880,8.83637393092739
9,5590,8.62873456614915
9,7310,8.89699855274382
15,20000,9.90348755253613
17,12000,9.39266192877014
9,4300,8.36637030168165
17,27950,10.2381724785832
17,24000,10.0858091093301
8,8600,9.0595174822416
16,12000,9.39266192877014
17,14000,9.5468126085974
6,7740,8.95415696658377
17,5160,8.54869185847561
11,3440,8.14322675036744
9,15050,9.61913327017702
17,12400,9.42545175159313
15,22000,9.99879773234045
8,1290,7.16239749735572
7,2580,7.85554467791566
12,8600,9.0595174822416
12,8000,8.98719682066197
16,5000,8.51719319141624
12,2580,7.85554467791566
11,12900,9.46498259034976
12,6450,8.77183540978982
16,9460,9.15482766204592
12,8600,9.0595174822416
17,6000,8.69951474821019
16,11200,9.32366905728319
9,3440,8.14322675036744
19,9000,9.10497985631836
16,7500,8.9226582995244
9,5160,8.54869185847561
17,12000,9.39266192877014
16,12000,9.39266192877014
11,2150,7.67322312112171
13,12000,9.39266192877014
6,4300,8.36637030168165
17,70000,11.1562505210315
12,7740,8.95415696658377
16,16075,9.68502054910582
